
Country,Date,New Cases,New Deaths,Total Vaccinations,Stringency Index
China,2022-09-06,27188.0,42.0,,
China,2022-09-07,39627.0,41.0,,
China,2022-09-08,44567.0,66.0,,
China,2022-09-09,38417.0,38.0,,
China,2022-09-10,37255.0,40.0,,
China,2022-09-11,38451.0,39.0,,
China,2022-09-12,34676.0,27.0,,
China,2022-09-13,27790.0,47.0,,
China,2022-09-14,49311.0,63.0,,
China,2022-09-15,52089.0,62.0,,
China,2022-09-16,48102.0,82.0,,
China,2022-09-17,44057.0,36.0,,
China,2022-09-18,41668.0,41.0,,
China,2022-09-19,41563.0,32.0,,
China,2022-09-20,30166.0,48.0,,
China,2022-09-21,46312.0,76.0,,
China,2022-09-22,48725.0,206.0,,
China,2022-09-23,44260.0,58.0,,
China,2022-09-24,41620.0,44.0,,
China,2022-09-25,39830.0,68.0,,
China,2022-09-26,40424.0,34.0,,
China,2022-09-27,30124.0,52.0,,
China,2022-09-28,47084.0,58.0,,
China,2022-09-29,50009.0,58.0,,
China,2022-09-30,46290.0,54.0,,
China,2022-10-01,44858.0,68.0,,
China,2022-10-02,44303.0,41.0,,
China,2022-10-03,44594.0,39.0,,
China,2022-10-04,34860.0,58.0,,
China,2022-10-05,50924.0,63.0,,
China,2022-10-06,56487.0,54.0,,
China,2022-10-07,48152.0,89.0,,
China,2022-10-08,52624.0,65.0,,
China,2022-10-09,46189.0,67.0,,
China,2022-10-10,46450.0,45.0,,
China,2022-10-11,34107.0,46.0,,
China,2022-10-12,43157.0,37.0,,
China,2022-10-13,54449.0,87.0,,
China,2022-10-14,55362.0,84.0,,
China,2022-10-15,50142.0,70.0,,
China,2022-10-16,45243.0,58.0,,
China,2022-10-17,43568.0,40.0,,
China,2022-10-18,30778.0,54.0,,
China,2022-10-19,46590.0,101.0,,
China,2022-10-20,46430.0,87.0,,
China,2022-10-21,41248.0,59.0,,
China,2022-10-22,38969.0,69.0,,
China,2022-10-23,37765.0,69.0,,
China,2022-10-24,37248.0,52.0,,
China,2022-10-25,28281.0,59.0,,
China,2022-10-26,41072.0,92.0,,
China,2022-10-27,42374.0,64.0,,
China,2022-10-28,37795.0,84.0,,
China,2022-10-29,36790.0,88.0,,
China,2022-10-30,34434.0,71.0,,
China,2022-10-31,33756.0,58.0,,
China,2022-11-01,24720.0,61.0,,
China,2022-11-02,36175.0,91.0,,
China,2022-11-03,32158.0,85.0,,
China,2022-11-04,35371.0,85.0,,
China,2022-11-05,29153.0,60.0,,
China,2022-11-06,27769.0,39.0,,
China,2022-11-07,26285.0,19.0,,
China,2022-11-08,19022.0,79.0,,
China,2022-11-09,27606.0,75.0,,
China,2022-11-10,27796.0,72.0,,
China,2022-11-11,25157.0,66.0,,
China,2022-11-12,23346.0,70.0,,
China,2022-11-13,22533.0,50.0,,
China,2022-11-14,22192.0,56.0,,
China,2022-11-15,20002.0,77.0,,
China,2022-11-16,21861.0,89.0,,
China,2022-11-17,27172.0,65.0,,
China,2022-11-18,24683.0,69.0,,
China,2022-11-19,22194.0,58.0,,
China,2022-11-20,20709.0,54.0,,
China,2022-11-21,20582.0,51.0,,
China,2022-11-22,16085.0,12.0,,
China,2022-11-23,22959.0,109.0,,
China,2022-11-24,24259.0,72.0,,
China,2022-11-25,21534.0,39.0,,
China,2022-11-26,19808.0,45.0,,
China,2022-11-27,18978.0,26.0,,
China,2022-11-28,19122.0,13.0,,
China,2022-11-29,16306.0,115.0,,
China,2022-11-30,23662.0,68.0,,
China,2022-12-01,24429.0,40.0,,
China,2022-12-02,22407.0,52.0,,
China,2022-12-03,20548.0,45.0,,
China,2022-12-04,19667.0,42.0,,
China,2022-12-05,19900.0,38.0,,
China,2022-12-06,17829.0,48.0,,
China,2022-12-07,23433.0,64.0,,
China,2022-12-08,24659.0,167.0,,
China,2022-12-09,22583.0,169.0,,
China,2022-12-10,463471.0,191.0,,
China,2022-12-11,546023.0,194.0,,
China,2022-12-12,747894.0,189.0,,
China,2022-12-13,896102.0,210.0,,
China,2022-12-14,1030187.0,213.0,,
China,2022-12-15,1219935.0,227.0,,
China,2022-12-16,1789770.0,259.0,,
China,2022-12-17,2300469.0,295.0,,
China,2022-12-18,3114193.0,315.0,,
China,2022-12-19,4068849.0,360.0,,
China,2022-12-20,5102957.0,454.0,,
China,2022-12-21,5905312.0,628.0,,
China,2022-12-22,6434648.0,836.0,,
China,2022-12-23,6966046.0,894.0,,
China,2022-12-24,6327801.0,1308.0,,
China,2022-12-25,5669864.0,1369.0,,
China,2022-12-26,4768272.0,1394.0,,
China,2022-12-27,4462481.0,1416.0,,
China,2022-12-28,4356772.0,1845.0,,
China,2022-12-29,3533372.0,2238.0,,
China,2022-12-30,2929223.0,2850.0,,
China,2022-12-31,2429272.0,3806.0,,
China,2023-01-01,2165484.0,4344.0,,
China,2023-01-02,1606621.0,4189.0,,
China,2023-01-03,1282467.0,4432.0,,
China,2023-01-04,1364408.0,4370.0,,
China,2023-01-05,1250579.0,0.0,,
China,2023-01-06,991889.0,0.0,,
China,2023-01-07,863250.0,0.0,,
China,2023-01-08,702548.0,0.0,,
China,2023-01-09,527649.0,0.0,,
China,2023-01-10,407701.0,0.0,,
China,2023-01-11,406509.0,0.0,,
China,2023-01-12,309798.0,0.0,,
China,2023-01-13,277004.0,0.0,,
China,2023-01-14,232501.0,0.0,,
China,2023-01-15,200409.0,0.0,,
China,2023-01-16,141511.0,0.0,,
China,2023-01-17,115572.0,0.0,,
China,2023-01-18,134604.0,0.0,,
China,2023-01-19,107663.0,0.0,,
China,2023-01-20,93248.0,0.0,,
China,2023-01-21,85179.0,0.0,,
China,2023-01-22,77406.0,0.0,,
China,2023-01-23,44667.0,0.0,,
China,2023-01-24,26307.0,0.0,,
China,2023-01-25,15316.0,0.0,,
China,2023-01-26,19628.0,0.0,,
China,2023-01-27,16892.0,0.0,,
China,2023-01-28,24803.0,0.0,,
China,2023-01-29,27929.0,0.0,,
China,2023-01-30,27805.0,0.0,,
China,2023-01-31,0.0,0.0,,
China,2023-02-01,55271.0,44047.0,,
China,2023-02-02,0.0,0.0,,
China,2023-02-03,32755.0,3473.0,,
China,2023-02-04,52940.0,87.0,,
China,2023-02-05,24198.0,80.0,,
China,2023-02-06,23390.0,68.0,,
China,2023-02-07,16918.0,53.0,,
China,2023-02-08,23673.0,56.0,,
China,2023-02-09,24556.0,963.0,,
China,2023-02-10,21192.0,70.0,,
China,2023-02-11,19629.0,91.0,,
China,2023-02-12,18816.0,59.0,,
China,2023-02-13,12899.0,58.0,,
China,2023-02-14,17357.0,39.0,,
China,2023-02-15,20698.0,69.0,,
China,2023-02-16,20073.0,161.0,,
China,2023-02-17,16943.0,0.0,,
China,2023-02-18,0.0,7.0,,
China,2023-02-19,30778.0,203.0,,
China,2023-02-20,16018.0,47.0,,
China,2023-02-21,12181.0,46.0,,
China,2023-02-22,17383.0,64.0,,
China,2023-02-23,16609.0,44.0,,
China,2023-02-24,14527.0,0.0,,
China,2023-02-25,0.0,0.0,,
China,2023-02-26,952.0,157.0,,
China,2023-02-27,40146.0,44.0,,
China,2023-02-28,7837.0,46.0,,
China,2023-03-01,10216.0,30.0,,
China,2023-03-02,12316.0,35.0,,
China,2023-03-03,14178.0,0.0,,
China,2023-03-04,0.0,144.0,,
China,2023-03-05,97.0,61.0,,
China,2023-03-06,35543.0,46.0,,
China,2023-03-07,7127.0,34.0,,
China,2023-03-08,11079.0,40.0,,
China,2023-03-09,11092.0,50.0,,
China,2023-03-10,9634.0,0.0,,
China,2023-03-11,0.0,102.0,,
China,2023-03-12,17793.0,57.0,,
China,2023-03-13,9123.0,38.0,,
China,2023-03-14,6597.0,28.0,,
China,2023-03-15,10134.0,43.0,,
China,2023-03-16,10233.0,37.0,,
China,2023-03-17,9094.0,0.0,,
China,2023-03-18,0.0,76.0,,
China,2023-03-19,20120.0,43.0,,
China,2023-03-20,4867.0,0.0,,
China,2023-03-21,5579.0,49.0,,
China,2023-03-22,2690.0,29.0,,
China,2023-03-23,296.0,40.0,,
China,2023-03-24,109.0,0.0,,
China,2023-03-25,0.0,1.0,,
China,2023-03-26,61.0,0.0,,
China,2023-03-27,654.0,1.0,,
China,2023-03-28,39.0,0.0,,
China,2023-03-29,51.0,1.0,,
China,2023-03-30,67.0,0.0,,
China,2023-03-31,61.0,0.0,,
China,2023-04-01,0.0,0.0,,
China,2023-04-02,188.0,1.0,,
China,2023-04-03,674.0,0.0,,
China,2023-04-04,79.0,0.0,,
China,2023-04-05,105.0,0.0,,
China,2023-04-06,0.0,0.0,,
China,2023-04-07,0.0,0.0,,
China,2023-04-08,0.0,6.0,,
China,2023-04-09,370.0,2.0,,
China,2023-04-10,695.0,1.0,,
China,2023-04-11,95.0,0.0,,
China,2023-04-12,125.0,2.0,,
China,2023-04-13,178.0,1.0,,
China,2023-04-14,196.0,0.0,,
China,2023-04-15,0.0,1.0,,
China,2023-04-16,410.0,2.0,,
China,2023-04-17,823.0,3.0,,
China,2023-04-18,196.0,1.0,,
China,2023-04-19,218.0,1.0,,
China,2023-04-20,234.0,1.0,,
China,2023-04-21,227.0,0.0,,
China,2023-04-22,0.0,4.0,,
China,2023-04-23,508.0,1.0,,
China,2023-04-24,966.0,11.0,,
China,2023-04-25,259.0,3.0,,
China,2023-04-26,336.0,3.0,,
China,2023-04-27,373.0,3.0,,
China,2023-04-28,389.0,0.0,,
China,2023-04-29,0.0,15.0,,
China,2023-04-30,759.0,3.0,,
China,2023-05-01,1202.0,2.0,,
China,2023-05-02,332.0,2.0,,
China,2023-05-03,388.0,12.0,,
China,2023-05-04,435.0,7.0,,
China,2023-05-05,462.0,0.0,,
China,2023-05-06,0.0,20.0,,
China,2023-05-07,917.0,11.0,,
China,2023-05-08,1308.0,2.0,,
China,2023-05-09,420.0,9.0,,
China,2023-05-10,488.0,10.0,,
China,2023-05-11,583.0,12.0,,
China,2023-05-12,572.0,0.0,,
China,2023-05-13,6.0,20.0,,
China,2023-05-14,1063.0,5.0,,
China,2023-05-15,1434.0,5.0,,
China,2023-05-16,470.0,9.0,,
China,2023-05-17,492.0,14.0,,
China,2023-05-18,485.0,12.0,,
China,2023-05-19,479.0,0.0,,
China,2023-05-20,0.0,22.0,,
China,2023-05-21,1077.0,9.0,,
China,2023-05-22,1815.0,10.0,,
China,2023-05-23,467.0,13.0,,
China,2023-05-24,555.0,15.0,,
China,2023-05-25,1223.0,98.0,,
China,2023-05-26,1241.0,0.0,,
China,2023-05-27,0.0,-62.0,,
China,2023-05-28,1165.0,17.0,,
China,2023-05-29,2200.0,0.0,,
China,2023-05-30,851.0,0.0,,
China,2023-05-31,0.0,1.0,,
China,2023-06-01,520.0,0.0,,
China,2023-06-02,676.0,0.0,,
China,2023-06-03,417.0,0.0,,
China,2023-06-04,366.0,0.0,,
China,2023-06-05,1775.0,0.0,,
China,2023-06-06,152.0,0.0,,
China,2023-06-07,411.0,0.0,,
China,2023-06-08,727.0,0.0,,
China,2023-06-09,214.0,0.0,,
China,2023-06-10,450.0,0.0,,
China,2023-06-11,3227.0,154.0,,
China,2023-06-12,1804.0,0.0,,
China,2023-06-13,78.0,0.0,,
China,2023-06-14,245.0,0.0,,
China,2023-06-15,159.0,0.0,,
China,2023-06-16,233.0,0.0,,
China,2023-06-17,170.0,0.0,,
China,2023-06-18,1866.0,0.0,,
China,2023-06-19,1793.0,1.0,,
China,2023-06-20,67.0,0.0,,
China,2023-06-21,202.0,0.0,,
China,2023-06-22,159.0,0.0,,
China,2023-06-23,116.0,0.0,,
China,2023-06-24,60.0,74.0,,
China,2023-06-25,40.0,0.0,,
China,2023-06-26,3275.0,0.0,,
China,2023-06-27,47.0,0.0,,
China,2023-06-28,177.0,0.0,,
China,2023-06-29,115.0,0.0,,
China,2023-06-30,104.0,0.0,,
China,2023-07-01,81.0,0.0,,
China,2023-07-02,79.0,25.0,,
China,2023-07-03,2583.0,0.0,,
China,2023-07-04,124.0,0.0,,
China,2023-07-05,0.0,0.0,,
China,2023-07-06,0.0,0.0,,
China,2023-07-07,0.0,0.0,,
China,2023-07-08,0.0,0.0,,
China,2023-07-09,26.0,25.0,,
China,2023-07-10,2460.0,0.0,,
China,2023-07-11,28.0,0.0,,
China,2023-07-12,111.0,0.0,,
China,2023-07-13,67.0,0.0,,
China,2023-07-14,0.0,0.0,,
China,2023-07-15,0.0,0.0,,
China,2023-07-16,0.0,21.0,,
China,2023-07-17,1944.0,0.0,,
China,2023-07-18,21.0,0.0,,
China,2023-07-19,18.0,0.0,,
China,2023-07-20,80.0,0.0,,
China,2023-07-21,61.0,0.0,,
China,2023-07-22,321.0,0.0,,
China,2023-07-23,0.0,0.0,,
China,2023-07-24,1644.0,0.0,,
China,2023-07-25,0.0,0.0,,
China,2023-07-26,0.0,0.0,,
China,2023-07-27,0.0,0.0,,
China,2023-07-28,0.0,0.0,,
China,2023-07-29,330.0,0.0,,
China,2023-07-30,567.0,0.0,,
China,2023-07-31,669.0,27.0,,
China,2023-08-01,0.0,0.0,,
China,2023-08-02,0.0,65.0,,
China,2023-08-03,0.0,0.0,,
China,2023-08-04,0.0,0.0,,
China,2023-08-05,394.0,0.0,,
China,2023-08-06,891.0,19.0,,
China,2023-08-07,552.0,0.0,,
China,2023-08-08,0.0,0.0,,
China,2023-08-09,0.0,0.0,,
China,2023-08-10,0.0,0.0,,
China,2023-08-11,0.0,0.0,,
China,2023-08-12,412.0,0.0,,
China,2023-08-13,0.0,24.0,,
China,2023-08-14,848.0,0.0,,
China,2023-08-15,0.0,0.0,,
China,2023-08-16,0.0,0.0,,
China,2023-08-17,0.0,0.0,,
China,2023-08-18,0.0,0.0,,
China,2023-08-19,615.0,0.0,,
China,2023-08-20,0.0,0.0,,
China,2023-08-21,902.0,0.0,,
China,2023-08-22,0.0,0.0,,
China,2023-08-23,0.0,0.0,,
China,2023-08-24,0.0,0.0,,
China,2023-08-25,0.0,0.0,,
China,2023-08-26,685.0,0.0,,
China,2023-08-27,0.0,8.0,,
China,2023-08-28,944.0,0.0,,
China,2023-08-29,0.0,0.0,,
China,2023-08-30,0.0,0.0,,
China,2023-08-31,0.0,0.0,,
China,2023-09-01,0.0,0.0,,
China,2023-09-02,703.0,0.0,,
China,2023-09-03,0.0,0.0,,
China,2023-09-04,934.0,0.0,,
China,2023-09-05,0.0,0.0,,
China,2023-09-06,0.0,0.0,,
China,2023-09-07,0.0,0.0,,
China,2023-09-08,0.0,0.0,,
China,2023-09-09,593.0,0.0,,
China,2023-09-10,0.0,23.0,,
China,2023-09-11,1025.0,0.0,,
China,2023-09-12,0.0,0.0,,
China,2023-09-13,0.0,0.0,,
China,2023-09-14,0.0,0.0,,
China,2023-09-15,0.0,0.0,,
China,2023-09-16,0.0,0.0,,
China,2023-09-17,0.0,12.0,,
China,2023-09-18,389.0,0.0,,
China,2023-09-19,0.0,0.0,,
China,2023-09-20,0.0,0.0,,
China,2023-09-21,0.0,0.0,,
China,2023-09-22,763.0,0.0,,
China,2023-09-23,0.0,0.0,,
China,2023-09-24,0.0,8.0,,
China,2023-09-25,958.0,0.0,,
China,2023-09-26,0.0,0.0,,
China,2023-09-27,0.0,0.0,,
China,2023-09-28,671.0,0.0,,
China,2023-09-29,922.0,0.0,,
China,2023-09-30,0.0,0.0,,
China,2023-10-01,0.0,0.0,,
China,2023-10-02,229.0,65.0,,
China,2023-10-03,0.0,0.0,,
China,2023-10-04,0.0,0.0,,
China,2023-10-05,830.0,0.0,,
China,2023-10-06,496.0,0.0,,
China,2023-10-07,0.0,0.0,,
China,2023-10-08,0.0,10.0,,
China,2023-10-09,264.0,0.0,,
China,2023-10-10,0.0,0.0,,
China,2023-10-11,0.0,0.0,,
China,2023-10-12,721.0,0.0,,
China,2023-10-13,387.0,0.0,,
China,2023-10-14,0.0,0.0,,
China,2023-10-15,0.0,12.0,,
China,2023-10-16,305.0,0.0,,
China,2023-10-17,0.0,0.0,,
China,2023-10-18,0.0,0.0,,
China,2023-10-19,481.0,0.0,,
China,2023-10-20,284.0,0.0,,
China,2023-10-21,0.0,0.0,,
China,2023-10-22,0.0,14.0,,
China,2023-10-23,289.0,0.0,,
China,2023-10-24,0.0,0.0,,
China,2023-10-25,0.0,0.0,,
China,2023-10-26,343.0,0.0,,
China,2023-10-27,173.0,0.0,,
China,2023-10-28,0.0,0.0,,
China,2023-10-29,0.0,12.0,,
China,2023-10-30,225.0,0.0,,
China,2023-10-31,0.0,0.0,,
China,2023-11-01,0.0,0.0,,
China,2023-11-02,265.0,24.0,,
China,2023-11-03,146.0,0.0,,
China,2023-11-04,0.0,0.0,,
China,2023-11-05,0.0,8.0,,
China,2023-11-06,248.0,0.0,,
China,2023-11-07,0.0,0.0,,
China,2023-11-08,0.0,0.0,,
China,2023-11-09,198.0,0.0,,
China,2023-11-10,113.0,0.0,,
China,2023-11-11,0.0,0.0,,
China,2023-11-12,0.0,6.0,,
China,2023-11-13,234.0,0.0,,
China,2023-11-14,0.0,0.0,,
China,2023-11-15,0.0,0.0,,
China,2023-11-16,159.0,0.0,,
China,2023-11-17,74.0,0.0,,
China,2023-11-18,0.0,0.0,,
China,2023-11-19,0.0,1.0,,
China,2023-11-20,218.0,0.0,,
China,2023-11-21,0.0,0.0,,
China,2023-11-22,0.0,0.0,,
China,2023-11-23,125.0,0.0,,
China,2023-11-24,47.0,0.0,,
China,2023-11-25,0.0,0.0,,
China,2023-11-26,0.0,3.0,,
China,2023-11-27,230.0,0.0,,
China,2023-11-28,0.0,0.0,,
China,2023-11-29,0.0,0.0,,
China,2023-11-30,137.0,0.0,,
China,2023-12-01,53.0,0.0,,
China,2023-12-02,0.0,8.0,,
China,2023-12-03,0.0,1.0,,
China,2023-12-04,272.0,0.0,,
China,2023-12-05,0.0,0.0,,
China,2023-12-06,0.0,0.0,,
China,2023-12-07,84.0,0.0,,
China,2023-12-08,41.0,0.0,,
China,2023-12-09,0.0,0.0,,
China,2023-12-10,0.0,2.0,,
China,2023-12-11,231.0,0.0,,
China,2023-12-12,0.0,0.0,,
China,2023-12-13,0.0,0.0,,
China,2023-12-14,105.0,0.0,,
China,2023-12-15,59.0,0.0,,
China,2023-12-16,0.0,0.0,,
China,2023-12-17,0.0,0.0,,
China,2023-12-18,261.0,0.0,,
China,2023-12-19,0.0,0.0,,
China,2023-12-20,0.0,0.0,,
China,2023-12-21,175.0,0.0,,
China,2023-12-22,69.0,0.0,,
China,2023-12-23,0.0,0.0,,
China,2023-12-24,0.0,1.0,,
China,2023-12-25,285.0,0.0,,
China,2023-12-26,0.0,0.0,,
China,2023-12-27,0.0,0.0,,
China,2023-12-28,221.0,0.0,,
China,2023-12-29,79.0,0.0,,
China,2023-12-30,0.0,0.0,,
China,2023-12-31,0.0,4.0,,
China,2024-01-01,404.0,11.0,,
China,2024-01-02,0.0,0.0,,
China,2024-01-03,0.0,0.0,,
China,2024-01-04,435.0,0.0,,
China,2024-01-05,190.0,0.0,,
China,2024-01-06,0.0,0.0,,
China,2024-01-07,0.0,34.0,,
China,2024-01-08,439.0,0.0,,
China,2024-01-09,0.0,0.0,,
China,2024-01-10,0.0,0.0,,
China,2024-01-11,685.0,0.0,,
China,2024-01-12,228.0,0.0,,
China,2024-01-13,0.0,-30.0,,
China,2024-01-14,0.0,8.0,,
China,2024-01-15,497.0,0.0,,
China,2024-01-16,0.0,0.0,,
China,2024-01-17,0.0,0.0,,
China,2024-01-18,517.0,0.0,,
China,2024-01-19,301.0,0.0,,
China,2024-01-20,0.0,0.0,,
China,2024-01-21,0.0,5.0,,
China,2024-01-22,622.0,0.0,,
China,2024-01-23,0.0,0.0,,
China,2024-01-24,0.0,0.0,,
China,2024-01-25,455.0,0.0,,
China,2024-01-26,254.0,0.0,,
China,2024-01-27,0.0,0.0,,
China,2024-01-28,0.0,12.0,,
China,2024-01-29,552.0,0.0,,
China,2024-01-30,0.0,0.0,,
China,2024-01-31,0.0,0.0,,
China,2024-02-01,506.0,3.0,,
China,2024-02-02,437.0,0.0,,
China,2024-02-03,0.0,0.0,,
China,2024-02-04,0.0,10.0,,
China,2024-02-05,601.0,0.0,,
China,2024-02-06,0.0,0.0,,
China,2024-02-07,0.0,0.0,,
China,2024-02-08,666.0,0.0,,
China,2024-02-09,0.0,0.0,,
China,2024-02-10,0.0,0.0,,
China,2024-02-11,0.0,10.0,,
China,2024-02-12,469.0,0.0,,
China,2024-02-13,0.0,0.0,,
China,2024-02-14,0.0,0.0,,
China,2024-02-15,739.0,0.0,,
China,2024-02-16,0.0,0.0,,
China,2024-02-17,0.0,0.0,,
China,2024-02-18,0.0,20.0,,
China,2024-02-19,618.0,0.0,,
China,2024-02-20,0.0,0.0,,
China,2024-02-21,0.0,0.0,,
China,2024-02-22,1313.0,0.0,,
China,2024-02-23,1097.0,0.0,,
China,2024-02-24,0.0,0.0,,
China,2024-02-25,0.0,17.0,,
China,2024-02-26,681.0,0.0,,
China,2024-02-27,0.0,0.0,,
China,2024-02-28,0.0,0.0,,
China,2024-02-29,1318.0,0.0,,
China,2024-03-01,0.0,26.0,,
China,2024-03-02,0.0,0.0,,
China,2024-03-03,0.0,15.0,,
China,2024-03-04,533.0,0.0,,
China,2024-03-05,0.0,0.0,,
China,2024-03-06,0.0,0.0,,
China,2024-03-07,1305.0,0.0,,
China,2024-03-08,1180.0,0.0,,
China,2024-03-09,0.0,0.0,,
China,2024-03-10,0.0,16.0,,
China,2024-03-11,466.0,0.0,,
China,2024-03-12,0.0,0.0,,
China,2024-03-13,0.0,0.0,,
China,2024-03-14,1465.0,0.0,,
China,2024-03-15,1495.0,0.0,,
China,2024-03-16,0.0,0.0,,
China,2024-03-17,0.0,0.0,,
China,2024-03-18,409.0,0.0,,
China,2024-03-19,0.0,0.0,,
China,2024-03-20,0.0,0.0,,
China,2024-03-21,1251.0,32.0,,
China,2024-03-22,825.0,0.0,,
China,2024-03-23,0.0,0.0,,
China,2024-03-24,0.0,24.0,,
China,2024-03-25,301.0,0.0,,
China,2024-03-26,0.0,0.0,,
China,2024-03-27,0.0,0.0,,
China,2024-03-28,951.0,0.0,,
China,2024-03-29,516.0,0.0,,
China,2024-03-30,0.0,0.0,,
China,2024-03-31,0.0,19.0,,
China,2024-04-01,291.0,0.0,,
China,2024-04-02,0.0,0.0,,
China,2024-04-03,0.0,0.0,,
China,2024-04-04,707.0,0.0,,
China,2024-04-05,370.0,0.0,,
China,2024-04-06,0.0,0.0,,
China,2024-04-07,0.0,18.0,,
China,2024-04-08,221.0,0.0,,
China,2024-04-09,0.0,0.0,,
China,2024-04-10,0.0,0.0,,
China,2024-04-11,706.0,0.0,,
China,2024-04-12,584.0,0.0,,
China,2024-04-13,0.0,0.0,,
China,2024-04-14,0.0,10.0,,
China,2024-04-15,192.0,0.0,,
China,2024-04-16,0.0,0.0,,
China,2024-04-17,0.0,0.0,,
China,2024-04-18,825.0,0.0,,
China,2024-04-19,414.0,0.0,,
China,2024-04-20,0.0,0.0,,
China,2024-04-21,0.0,17.0,,
China,2024-04-22,181.0,0.0,,
China,2024-04-23,0.0,0.0,,
China,2024-04-24,0.0,0.0,,
China,2024-04-25,821.0,0.0,,
China,2024-04-26,401.0,0.0,,
China,2024-04-27,0.0,0.0,,
China,2024-04-28,0.0,6.0,,
China,2024-04-29,195.0,0.0,,
China,2024-04-30,0.0,0.0,,
China,2024-05-01,0.0,14.0,,
China,2024-05-02,919.0,0.0,,
China,2024-05-03,452.0,0.0,,
China,2024-05-04,0.0,0.0,,
China,2024-05-05,0.0,6.0,,
China,2024-05-06,215.0,0.0,,
China,2024-05-07,0.0,0.0,,
China,2024-05-08,0.0,0.0,,
China,2024-05-09,911.0,0.0,,
China,2024-05-10,628.0,0.0,,
China,2024-05-11,0.0,0.0,,
China,2024-05-12,0.0,5.0,,
China,2024-05-13,242.0,0.0,,
China,2024-05-14,0.0,0.0,,
China,2024-05-15,0.0,0.0,,
China,2024-05-16,789.0,0.0,,
China,2024-05-17,383.0,0.0,,
China,2024-05-18,0.0,0.0,,
China,2024-05-19,0.0,14.0,,
China,2024-05-20,223.0,0.0,,
China,2024-05-21,0.0,0.0,,
China,2024-05-22,0.0,0.0,,
China,2024-05-23,601.0,0.0,,
China,2024-05-24,284.0,0.0,,
China,2024-05-25,0.0,0.0,,
China,2024-05-26,0.0,10.0,,
China,2024-05-27,246.0,0.0,,
China,2024-05-28,0.0,0.0,,
China,2024-05-29,0.0,0.0,,
China,2024-05-30,325.0,0.0,,
China,2024-05-31,228.0,0.0,,
China,2024-06-01,0.0,8.0,,
China,2024-06-02,0.0,10.0,,
China,2024-06-03,267.0,0.0,,
China,2024-06-04,0.0,0.0,,
China,2024-06-05,0.0,0.0,,
China,2024-06-06,289.0,0.0,,
China,2024-06-07,175.0,0.0,,
China,2024-06-08,0.0,0.0,,
China,2024-06-09,0.0,5.0,,
China,2024-06-10,356.0,0.0,,
China,2024-06-11,0.0,0.0,,
China,2024-06-12,0.0,0.0,,
China,2024-06-13,226.0,0.0,,
China,2024-06-14,223.0,0.0,,
China,2024-06-15,0.0,0.0,,
China,2024-06-16,0.0,6.0,,
China,2024-06-17,488.0,0.0,,
China,2024-06-18,0.0,0.0,,
China,2024-06-19,0.0,0.0,,
China,2024-06-20,241.0,0.0,,
China,2024-06-21,181.0,0.0,,
China,2024-06-22,0.0,0.0,,
China,2024-06-23,0.0,3.0,,
China,2024-06-24,713.0,0.0,,
China,2024-06-25,0.0,0.0,,
China,2024-06-26,0.0,0.0,,
China,2024-06-27,299.0,0.0,,
China,2024-06-28,231.0,0.0,,
China,2024-06-29,0.0,0.0,,
China,2024-06-30,0.0,4.0,,
China,2024-07-01,947.0,5.0,,
China,2024-07-02,0.0,0.0,,
China,2024-07-03,0.0,0.0,,
China,2024-07-04,393.0,0.0,,
China,2024-07-05,331.0,0.0,,
China,2024-07-06,0.0,0.0,,
China,2024-07-07,0.0,5.0,,
China,2024-07-08,978.0,0.0,,
China,2024-07-09,0.0,0.0,,
China,2024-07-10,0.0,0.0,,
China,2024-07-11,554.0,0.0,,
China,2024-07-12,347.0,0.0,,
China,2024-07-13,0.0,0.0,,
China,2024-07-14,0.0,2.0,,
China,2024-07-15,929.0,0.0,,
China,2024-07-16,0.0,0.0,,
China,2024-07-17,0.0,0.0,,
China,2024-07-18,593.0,0.0,,
China,2024-07-19,466.0,0.0,,
China,2024-07-20,0.0,0.0,,
China,2024-07-21,0.0,7.0,,
China,2024-07-22,802.0,0.0,,
China,2024-07-23,0.0,0.0,,
China,2024-07-24,0.0,0.0,,
China,2024-07-25,696.0,0.0,,
China,2024-07-26,605.0,0.0,,
China,2024-07-27,0.0,0.0,,
China,2024-07-28,0.0,9.0,,
China,2024-07-29,652.0,0.0,,
China,2024-07-30,0.0,0.0,,
China,2024-07-31,0.0,0.0,,
China,2024-08-01,774.0,2.0,,
China,2024-08-02,661.0,0.0,,
China,2024-08-03,0.0,0.0,,
China,2024-08-04,0.0,13.0,,
China,2024-08-05,499.0,0.0,,
China,2024-08-06,0.0,0.0,,
China,2024-08-07,0.0,0.0,,
China,2024-08-08,777.0,0.0,,
China,2024-08-09,584.0,0.0,,
China,2024-08-10,0.0,0.0,,
China,2024-08-11,368.0,5.0,,
China,2024-08-12,0.0,0.0,,
China,2024-08-13,0.0,0.0,,
China,2024-08-14,0.0,0.0,,
China,2024-08-15,561.0,0.0,,
China,2024-08-16,511.0,0.0,,
China,2024-08-17,0.0,0.0,,
China,2024-08-18,304.0,10.0,,
China,2024-08-19,0.0,0.0,,
China,2024-08-20,0.0,0.0,,
China,2024-08-21,0.0,0.0,,
China,2024-08-22,443.0,0.0,,
China,2024-08-23,467.0,0.0,,
China,2024-08-24,0.0,0.0,,
China,2024-08-25,243.0,4.0,,
China,2024-08-26,0.0,0.0,,
