company_name,street_address,city,state,zip_code,phone_display,website_url,email,facebook_url,instagram_url,twitter_url,linkedin_url,youtube_url,tiktok_url,source_url
Franklin Health and Fitness,1214 E Main St,Franklin,NC,28734,(828) 574-4481,https://franklinhealthandfitness.com/,membership@franklinhealthandfitness.com,https://www.facebook.com/FranklinHealthandFitness/,https://www.instagram.com/franklinhealthandfitness/,https://x.com/franklinfitness,https://www.linkedin.com/company/franklin-health-&-fitness-center/about/,https://www.youtube.com/@franklinhealthfitness2563,No Tiktok Account Found,https://franklinhealthandfitness.com/contactus/
Current Wellness,219 S East St,Raleigh,NC,27601,(919) 424-8084,https://currentwellnessraleigh.com/,info@currentwellnessraleigh.com,https://www.facebook.com/currentwellnessraleigh,https://www.instagram.com/current_wellness,https://x.com/current_raleigh,https://www.linkedin.com/company/current-wellness/,https://www.youtube.com/@currentwellness2544,No Tiktok Account Found,https://currentwellnessraleigh.com/
Verge Fitness,517 5th St,Bismarck,ND,58504,(701) 258-4653,https://verge-fitness.com/,info@verge-fitness.com,https://www.facebook.com/vergefit/,https://www.instagram.com/verge_fitness/,https://x.com/vergefit,https://www.linkedin.com/company/verge-fitness/,No Youtube Profile Found,https://www.tiktok.com/@verge_fitness,https://verge-fitness.com//
F45 Training West Fargo ND,1970 Sheyenne St,West Fargo,ND,58078,(701) 557-7284,https://f45training.com/studio/westfargond/,westfargond@f45training.com,https://www.facebook.com/F45FunctionalTraining,https://instagram.com/f45_training/,https://x.com/F45Training,https://www.linkedin.com/company/f45train/,https://www.youtube.com/@f45trainingwestfargond48,https://www.tiktok.com/@f45_training,https://f45training.com/studio/westfargond/
Full Throttle Fitness,"400 Lazelle Rd, #10",Columbus,OH,43240,(614) 825-6906,https://www.fullthrottlefitnesscolumbus.com/,info@ftf614.com,https://www.facebook.com/FullThrottleFitnessLTD,https://www.instagram.com/fullthrottlefitnesscolumbus/,https://x.com/FTF614,https://www.linkedin.com/company/full-throttle-fitness/,https://www.youtube.com/@fullthrottlefitnesscolumbus/,No Tiktok Account Found,https://www.fullthrottlefitnesscolumbus.com/
Paragon Health & Fitness,19970 Ingersoll Dr,Rocky River,OH,44116,(440) 294-6591,https://paragoncle.com/,info@paragoncle.com,https://www.facebook.com/paragoncle/,https://www.instagram.com/paragon_cle/,https://x.com/paragoncle,https://www.linkedin.com/company/paragon-health-fitness/,https://www.youtube.com/@adamreeder5786/,No Tiktok Account Found,https://paragoncle.com/
Colaw Fitness,584 SE Washington Blvd,Bartlesville,OK,74006,(918) 766-3353,https://colawfitness.com/gyms/bartlesville-ok/,info@colawfitness.com,https://www.facebook.com/fitness.colaw/,https://www.google.com/www.instagram.com/colaw-fitness-bartlesville,https://twitter.com/ColawFitness,https://www.linkedin.com/company/colaw-fitness/about/,https://www.youtube.com/@colawfitness8165,No Tiktok Account Found,https://colawfitness.com/contact/
Fitcamp 180,"14300 N Lincoln Blvd, #114",Edmond,OK,73013,(405) 608-8860,https://www.fitcamp180.com/,contact@fitcamp180.com,https://www.facebook.com/FITCAMP180,https://www.instagram.com/fitcamp180/,https://x.com/FitCamp180/,https://www.linkedin.com/company/fitcamp-180/,https://www.youtube.com/@fitcamp180,https://www.tiktok.com/@fitcamp180,https://www.fitcamp180.com/contact
West Coast Strength,"1009 Green Acres Rd, Suite 101",Eugene,OR,97408,(541) 484-0970,https://westcoaststrength.com/,info@westcoaststrength.com,https://www.facebook.com/wcstrength.official,https://www.instagram.com/wcstrength.official,https://x.com/wcstrengthgym,https://www.linkedin.com/company/west-coast-strength-llc/,https://www.youtube.com/@westcoaststrength4012,No Tiktok Account Found,https://maps.app.goo.gl/houmGCn98bBdMhN69
Lloyd Athletic Club,"815 NE Halsey St, Suite B Studio 1",Portland,OR,97232,(503) 287-4594,https://lloydathleticclub.com/,membership@lloydathleticclub.com,https://www.facebook.com/LloydAthleticClub,https://www.instagram.com/lloydathleticclub/,https://x.com/lloyd_athletic,https://www.linkedin.com/in/lloyd-athletic-club-0b5203193/,No Youtube Profile Found,No Tiktok Account Found,https://lloydathleticclub.com/
Healthtrax Fitness & Wellness,15 Catamore Blvd,East Providence,RI,02914,(401) 434-3600,https://www.healthtrax.com/locations/east-providence,marketing@healthtrax.net,https://www.facebook.com/healthtrax,https://www.instagram.com/healthtraxfitnesswellness,https://x.com/HealthtraxFW,https://www.linkedin.com/company/healthtrax-fitness-&-wellness/,https://www.youtube.com/@HealthtraxFitness,No Tiktok Account Found,https://www.healthtrax.com/locations/east-providencee
VP Fitness,"10 Dorrance St, #200",Providence,RI,02903,(401) 479-7099,https://vpfitness.net/,info@vpfitness.net,https://www.facebook.com/VPFitnessLLC,https://www.instagram.com/vpfitness/,https://x.com/vpfitnessllc,https://www.linkedin.com/company/vp-fitness-llc/,https://www.youtube.com/@VPFitnessProvidence,https://www.tiktok.com/@vpfitnessri,https://vpfitness.net/contact/
McLeod Health & Fitness Center,2437 Willwood Dr,Florence,SC,29501,(843) 777-3000,https://www.mcleodhealth.org/services/wellness/health-fitness/,mcleodimresidency@mcleodhealth.org,https://www.facebook.com/McLeodHealth/,https://www.instagram.com/mcleodhealth,https://x.com/mcleodhealth,https://www.linkedin.com/company/mcleod-health-and-fitness-center/,https://www.youtube.com/@McLeodHealth,No Tiktok Account Found,https://www.mcleodhealth.org/locations/mcleod-regional-medical-center-florence/contact-us/
Onelife Fitness - Forest Acres,4114 Forest Dr,Columbia,SC,29206,(803) 787-4950,https://www.onelifefitness.com/gyms/forest-acres,forestacres@onelifefitness.com,https://www.facebook.com/onelifefitness,https://www.instagram.com/onelifefit/,https://x.com/OnelifeFitness,https://www.linkedin.com/company/onelife-fitness/,https://www.youtube.com/@onelifefitnessofficial2035,https://www.tiktok.com/@onelifefit,https://www.onelifefitness.com/gyms/forest-acres
GreatLIFE Performance & Fitness Center,"5901 S Southeastern Ave, #102",Sioux Falls,SD,57108,(605) 271-7324,https://joingreatlife.com/greatlife-performance-center/,"membersupport@joingreatlife.com",https://www.facebook.com/JoinGreatLIFE/,https://www.instagram.com/greatlife_boxing_and_fitness/,https://x.com/joingreatlife,https://www.linkedin.com/company/greatlife-golf-and-fitness/,https://www.youtube.com/@greatlifegolffitness7282,https://www.tiktok.com/@greatlifetopeka,https://joingreatlife.com/greatlife-performance-center/
Powershop Gym,514 Main Ave.,Brookings,SD,57006,(605) 692-1003,https://powershopgym.com/,pam@powershopgym.com,https://www.facebook.com/powershopgym/,https://www.instagram.com/powershop-gym-inc,https://x.com/Powershopgym,https://www.linkedin.com/company/powershop-gym/about/,https://www.youtube.com/@powershopgyminc5049,No Tiktok Account Found,https://powershopgym.com/wp-content/uploads/2021/06/Welcome-To-Powershop.pdf
QNTM Fit Life,114 George L Davis Blvd,Nashville,TN,37203,(615) 942-9006,https://qntmfitlife.com/,support@smarthealthclubs.com,https://www.facebook.com/QNTMFitLife/,https://instagram.com/qntmfitlife/,https://x.com/QNTMFitLife,https://www.linkedin.com/company/qntm-fit-life/,https://www.youtube.com/@qntmfitlife8387,https://www.tiktok.com/@qntmfitlife,https://qntmfitlife.com/contact-us-5929
TruFit Athletic Clubs, 1622 Middle Tennessee Blvd,Murfreesboro,TN,37130,(615) 546-0005,https://trufitathleticclubs.com/gym-near-me/tru-fit-tennessee/nashville/murfreesboro/,support@trufitathleticclubs.com,https://www.facebook.com/TruFitAthleticClubs/,https://www.instagram.com/trufitathleticclubs/,https://x.com/TrufitMccreless,https://www.linkedin.com/company/trufit-athletic-clubs/,https://www.youtube.com/@trufitathleticclubs,https://www.tiktok.com/@trufitathleticclubs,https://trufitathleticclubs.com/gym-near-me/tru-fit-tennessee/nashville/murfreesboro/
Xcel Fitness,6151 Highland Dr,Holladay,UT,84121,(801) 274 9235,https://xcelfitness.com/,contactus@xcelfitness.com,https://www.facebook.com/XcelFitnessUT,https://www.instagram.com/xcelfitness/,https://x.com/XcelFitnessUT,https://www.linkedin.com/company/xcelfitnesscenter/,https://www.youtube.com/@xcelfitness9958,https://www.tiktok.com/@xcelfitness,https://xcelfitness.com/contact/
EōS Fitness,515 S 700 E,Salt Lake City,UT,84102,(801) 850-9810,https://www.eosfitness.com/,datarequest@eosfitness.com,https://www.facebook.com/EoSFitness,https://www.instagram.com/eosfitness,https://x.com/goeosfit,https://www.linkedin.com/company/eosfitness,https://www.youtube.com/@GoEOSfit,https://www.tiktok.com/@eosfitness,https://www.eosfitness.com/contact-form
Snap Fitness Burlington,1127 North Ave,Burlington,VT,05408,(802) 881-6553,https://www.snapfitness.com/us/gyms/burlington-vt,burlingtonvt@snapfitness.com,https://www.facebook.com/SnapFitness247/,https://www.instagram.com/snapfitness/,https://x.com/snapfitness,https://www.linkedin.com/company/snap-fitness-24-7-global/,https://www.youtube.com/user/snapfitness247,No Tiktok Account Found,https://www.snapfitness.com/us/gyms/burlington-vt
Orangetheory Fitness,580 Shelburne Rd,South Burlington,VT,05403,(802) 444-0181,https://www.orangetheory.com/en-us,marketing@otfdfw.com,https://www.facebook.com/OrangetheoryFitness/,https://www.instagram.com/orangetheory/,https://x.com/orangetheory,https://www.linkedin.com/company/orangetheory-fitness/,https://www.youtube.com/@orangetheory,https://www.tiktok.com/@orangetheory,https://www.orangetheory.com/en-us/locations
Wareing's Gym,700 19th St,Virginia Beach,VA,23451,(757) 491-0700,https://wareingsgym.com/,jake@wareingsgym.com,https://www.facebook.com/WareingsGym/,https://www.instagram.com/wareingsgym/,https://x.com/wareings_gym,https://www.linkedin.com/company/wareings-gym-inc/about/,https://www.youtube.com/@wareingsgym6235,https://x.com/Wareings_Gym,https://wareingsgym.com/
Natural Bodyz Fitness 24/7 ,5300 Kemps River Dr.,Virginia Beach,VA,23464,(757) 234-9157,http://www.naturalbodyzfitness.com/,tbt@naturalbodyzfitness.com,https://www.facebook.com/naturalbodyzfitnesskempsville,https://www.instagram.com/naturalbodyzfitness/,https://x.com/NaturalBodyz,https://www.linkedin.com/company/natural-bodyz-fitness---open-24-7/,https://www.youtube.com/@naturalbodyzfitness247kemp4/,https://www.tiktok.com/@naturalbodyz,https://naturalbodyzfitness.com/contact/
Olympic Athletic Club,5301 Leary Ave NW,Seattle,WA,98107,(206) 789-5010,https://www.olympicathleticclub.com/,requests@olympicathleticclub.com,https://www.facebook.com/olympicathleticclub,https://www.instagram.com/olympicathleticclub/,,https://www.linkedin.com/company/olympic-athletic-club/,https://www.youtube.com/@OlympicAthleticClubBallard,https://www.tiktok.com/@olympicathleticclub,https://www.olympicathleticclub.com/contact-us/
Rain City Fit,1516 11th Ave,Seattle,WA,98122,(206) 258-4935,https://www.raincityfit.com/,ben@raincityfit.com,http://www.facebook.com/raincityfit,http://instagram.com/raincityfit,https://x.com/raincityfit,https://www.linkedin.com/in/thomas-howes-80102247/,https://www.youtube.com/@raincityfit121,No Tiktok Account Found,https://www.raincityfit.com/contact
WV Fitness 24,119 Tolley Drive,Bridgeport,WV,26330,(304) 842-9117,https://www.wvfitness.com/,manager@wvfitness.com ,https://www.facebook.com/wvfitness,https://www.instagram.com/wvfitness24,https://x.com/wvfitness24,https://www.linkedin.com/company/wv-fitness-24/,https://www.youtube.com/@wvfitness2465,No Tiktok Account Found,https://www.wvfitness.com/
Next Level Fitness,"2600 Middletown Cir, suite 253",White Hall,WV,26554,(681) 214-4184,https://liftnextlevel.com/,cs@liftnextlevel.com,https://www.facebook.com/liftnextlevel,https://www.instagram.com/liftnextlevel/,https://x.com/lift_next_level,https://www.linkedin.com/company/next-level-fitness-llc/,https://www.youtube.com/@user-nextlevelfitness,https://www.tiktok.com/@liftnextlevel,https://liftnextlevel.com/
Prairie Athletic Club,"1010 N Bird St, Suite 100",Sun Prairie,WI,53590,(608) 837-4646,https://web.prairieathletic.com/,b.hanson@prairieathletic.com,https://www.facebook.com/prairieathleticclub/,https://www.instagram.com/prairieathletic/,https://x.com/prairieathletic,https://www.linkedin.com/company/sun-prairie-athletic-club/,https://www.youtube.com/@prairieathleticclub1761/,No Tiktok Account Found,https://maps.app.goo.gl/nf1CpbhuvSjjziyz5
Madtown Fitness: 24 Hour Gym,1509 Emil St ,Madison,WI,53713,(608) 270-9606,https://www.madtownfitness.com/,info@mfgym.net,https://www.facebook.com/MadtownFitness/,https://www.instagram.com/madtownfitness/,https://x.com/MadTownFitness,https://www.linkedin.com/company/madtown-fitness-llc/about/,https://www.youtube.com/@madtownfitness8663,https://www.tiktok.com/@madtownfitness,https://www.madtownfitness.com/contact
Laramie Fitness,208 E McConnell St,Laramie,WY,82072,(307) 742-8136,https://www.laramiefitness.com/,info@laramiefit.com,https://www.facebook.com/LaramieFitness,https://www.instagram.com/laramiefitness/,https://x.com/LaramieFitness,https://www.linkedin.com/company/laramie-fitness/about/,https://www.youtube.com/@laramiefit,https://www.tiktok.com/@laramiefit,https://www.laramiefitness.com/contact
Altitude Fitness,"3905 Grand Ave,  #100",Laramie,WY,82070,(307) 460-3414,https://www.altitudefitness307.com/,getfit@altitudefitness307.com,https://www.facebook.com/altitudefitness307,https://www.instagram.com/altitudefitness307,https://x.com/altitudefit307,https://www.linkedin.com/company/altitude-fitness/,No Youtube Profile Found,https://www.tiktok.com/@altitude.fitness7,https://www.altitudefitness307.com/
