symbol,date,opening_price,closing_price,volume,market_cap_rank
MATIC,2022-03-24,1.556,1.63,73011998.68,12
SOL,2022-03-24,94.89,102.39,406947040.56,6
TON,2022-03-24,0.0,0.0,0.0,15
TRX,2022-03-24,0.06432,0.06565,17629655.31,14
USDC,2022-03-24,0.9997,1.0,34880.9,8
USDT,2022-03-24,1.0,1.0,34895.79,3
XRP,2022-03-24,0.8378,0.8429,79751242.07,5
ADA,2022-03-25,1.131,1.097,196295089.92,7
AVAX,2022-03-25,87.57,83.58,92425990.46,10
BNB,2022-03-25,414.39,410.37,53416180.28,4
BTC,2022-03-25,44006.77,44331.36,1529847572.88,1
DOGE,2022-03-25,0.1368,0.1309,68255621.05,11
DOT,2022-03-25,21.26,20.54,30072507.98,9
ETH,2022-03-25,3112.85,3104.04,1043393468.05,2
LTC,2022-03-25,126.54,124.01,41895129.33,13
MATIC,2022-03-25,1.63,1.578,64892550.13,12
SOL,2022-03-25,102.39,98.65,308110782.24,6
TON,2022-03-25,0.0,0.0,0.0,15
TRX,2022-03-25,0.06565,0.06434,17304426.78,14
USDC,2022-03-25,1.0,1.0,34474.47,8
USDT,2022-03-25,1.0,1.001,34490.55,3
XRP,2022-03-25,0.8429,0.8245,87043377.4,5
ADA,2022-03-26,1.097,1.153,114374811.55,7
AVAX,2022-03-26,83.58,86.02,54388077.32,10
BNB,2022-03-26,410.37,416.23,25880887.31,3
BTC,2022-03-26,44331.36,44542.31,513402297.27,1
DOGE,2022-03-26,0.1309,0.1361,51323091.34,11
DOT,2022-03-26,20.54,20.93,22426146.98,9
ETH,2022-03-26,3104.04,3146.36,308097209.43,2
LTC,2022-03-26,124.01,124.86,22005868.53,13
MATIC,2022-03-26,1.578,1.612,26839335.63,12
SOL,2022-03-26,98.65,101.79,159502489.33,6
TON,2022-03-26,0.0,0.0,0.0,15
TRX,2022-03-26,0.06434,0.06633,17440283.3,14
USDC,2022-03-26,1.0,1.0,11560.34,8
USDT,2022-03-26,1.001,1.001,11570.19,4
XRP,2022-03-26,0.8245,0.8332,28140586.32,5
ADA,2022-03-27,1.153,1.184,118317650.54,7
AVAX,2022-03-27,86.02,89.98,59954014.32,10
BNB,2022-03-27,416.23,430.8,49069357.34,3
BTC,2022-03-27,44542.31,46842.14,1035071605.98,1
DOGE,2022-03-27,0.1361,0.1448,107296153.01,11
DOT,2022-03-27,20.93,22.47,32208977.82,9
ETH,2022-03-27,3146.36,3296.46,599229501.54,2
LTC,2022-03-27,124.86,129.67,32187309.55,13
MATIC,2022-03-27,1.612,1.695,42746069.38,12
SOL,2022-03-27,101.79,107.08,190435562.18,5
TON,2022-03-27,0.0,0.0,0.0,15
TRX,2022-03-27,0.06633,0.06908,20329310.59,14
USDC,2022-03-27,1.0,0.9997,22670.24,8
USDT,2022-03-27,1.001,1.0,22680.49,4
XRP,2022-03-27,0.8332,0.8579,37547488.03,6
ADA,2022-03-28,1.184,1.17,239839329.3,7
AVAX,2022-03-28,89.98,89.59,158416191.71,10
BNB,2022-03-28,430.8,430.15,49700951.49,3
BTC,2022-03-28,46842.14,47128.71,1697234773.76,1
DOGE,2022-03-28,0.1448,0.1424,161159085.93,11
DOT,2022-03-28,22.47,22.0,52884606.09,9
ETH,2022-03-28,3296.46,3334.29,1240484725.34,2
LTC,2022-03-28,129.67,127.59,48183533.16,13
MATIC,2022-03-28,1.695,1.658,75963093.57,12
SOL,2022-03-28,107.08,105.93,416216471.12,6
TON,2022-03-28,0.0,0.0,0.0,15
TRX,2022-03-28,0.06908,0.06885,21949449.98,14
USDC,2022-03-28,0.9997,0.9998,35791.1,8
USDT,2022-03-28,1.0,1.0,35814.29,4
XRP,2022-03-28,0.8579,0.8636,118665501.26,5
ADA,2022-03-29,1.17,1.191,144693620.02,7
AVAX,2022-03-29,89.59,92.88,133846426.2,10
BNB,2022-03-29,430.15,434.48,57937896.21,3
BTC,2022-03-29,47128.71,47445.3,1324122253.95,1
DOGE,2022-03-29,0.1424,0.1444,74856380.69,11
DOT,2022-03-29,22.0,22.47,35751431.11,9
ETH,2022-03-29,3334.29,3402.62,1057698452.9,2
LTC,2022-03-29,127.59,130.08,36867594.93,13
MATIC,2022-03-29,1.658,1.676,67176612.57,12
SOL,2022-03-29,105.93,111.78,418092940.64,5
TON,2022-03-29,0.0,0.0,0.0,15
TRX,2022-03-29,0.06885,0.06938,18500792.64,14
USDC,2022-03-29,0.9998,0.9999,27816.71,8
USDT,2022-03-29,1.0,1.0,27827.15,4
XRP,2022-03-29,0.8636,0.8581,83055045.0,6
ADA,2022-03-30,1.191,1.189,113049614.33,7
AVAX,2022-03-30,92.88,95.72,182965275.33,9
BNB,2022-03-30,434.48,442.0,61881446.76,3
BTC,2022-03-30,47445.3,47056.41,1158606188.62,1
DOGE,2022-03-30,0.1444,0.143,58853321.39,11
DOT,2022-03-30,22.47,22.42,40692200.37,10
ETH,2022-03-30,3402.62,3385.11,730754932.49,2
LTC,2022-03-30,130.08,131.11,46869160.77,13
MATIC,2022-03-30,1.676,1.683,65175655.01,12
SOL,2022-03-30,111.78,120.64,591082350.06,5
TON,2022-03-30,0.0,0.0,0.0,15
TRX,2022-03-30,0.06938,0.07334,29781911.65,14
USDC,2022-03-30,0.9999,0.9999,24547.29,8
USDT,2022-03-30,1.0,1.0,24550.26,4
XRP,2022-03-30,0.8581,0.8612,66534575.94,6
ADA,2022-03-31,1.189,1.142,175860171.95,7
AVAX,2022-03-31,95.72,97.4,202669198.26,9
BNB,2022-03-31,442.0,428.82,79059255.33,3
BTC,2022-03-31,47056.41,45522.65,1350600519.47,1
DOGE,2022-03-31,0.143,0.1381,69790345.2,11
DOT,2022-03-31,22.42,21.35,47091028.18,10
ETH,2022-03-31,3385.11,3282.78,892918044.54,2
LTC,2022-03-31,131.11,123.85,71693423.87,13
MATIC,2022-03-31,1.683,1.618,87521315.07,12
SOL,2022-03-31,120.64,122.84,584697700.28,5
TON,2022-03-31,0.0,0.0,0.0,15
TRX,2022-03-31,0.07334,0.07389,43308684.62,14
USDC,2022-03-31,0.9999,0.9998,29101.18,8
USDT,2022-03-31,1.0,1.0,29113.32,4
XRP,2022-03-31,0.8612,0.8148,91660834.01,6
ADA,2022-04-01,1.142,1.165,130598612.72,7
AVAX,2022-04-01,97.4,96.81,175060266.91,9
BNB,2022-04-01,428.82,447.8,73488378.8,3
BTC,2022-04-01,45522.65,46299.75,1558891962.07,1
DOGE,2022-04-01,0.1381,0.1413,58620162.85,11
DOT,2022-04-01,21.35,22.05,36446964.28,10
ETH,2022-04-01,3282.78,3455.72,1146333667.69,2
LTC,2022-04-01,123.85,124.88,38544960.8,13
MATIC,2022-04-01,1.618,1.695,66083868.39,12
SOL,2022-04-01,122.84,134.54,631724717.21,5
TON,2022-04-01,0.0,0.0,0.0,15
TRX,2022-04-01,0.07389,0.07494,26852675.65,14
USDC,2022-04-01,0.9998,1.0,34254.74,8
USDT,2022-04-01,1.0,1.001,34264.99,4
XRP,2022-04-01,0.8148,0.8279,120886911.29,6
ADA,2022-04-02,1.165,1.156,99252941.74,7
AVAX,2022-04-02,96.81,95.91,134037436.54,9
BNB,2022-04-02,447.8,437.17,48675366.58,3
BTC,2022-04-02,46299.75,45822.28,765849775.02,1
DOGE,2022-04-02,0.1413,0.1388,43701164.24,11
DOT,2022-04-02,22.05,22.59,41635709.46,10
ETH,2022-04-02,3455.72,3444.68,777202927.2,2
LTC,2022-04-02,124.88,124.85,29222614.02,13
MATIC,2022-04-02,1.695,1.652,53391765.38,12
SOL,2022-04-02,134.54,132.51,417707954.3,5
TON,2022-04-02,0.0,0.0,0.0,15
TRX,2022-04-02,0.07494,0.07319,20559912.35,14
USDC,2022-04-02,1.0,1.0,16495.28,8
USDT,2022-04-02,1.0,1.001,223274.18,4
XRP,2022-04-02,0.8279,0.8241,34746426.75,6
ADA,2022-04-03,1.156,1.186,69967091.61,7
AVAX,2022-04-03,95.91,98.14,109163822.31,9
BNB,2022-04-03,437.17,450.26,61446620.99,3
BTC,2022-04-03,45822.28,46414.26,809819360.86,1
DOGE,2022-04-03,0.1388,0.1465,72241704.83,11
DOT,2022-04-03,22.59,23.2,39713826.49,10
ETH,2022-04-03,3444.68,3522.49,605819080.56,2
LTC,2022-04-03,124.85,128.78,29458922.26,13
MATIC,2022-04-03,1.652,1.688,40873849.21,12
SOL,2022-04-03,132.51,136.91,319077832.39,5
TON,2022-04-03,0.0,0.0,0.0,15
TRX,2022-04-03,0.07319,0.0731,12739125.0,14
USDC,2022-04-03,1.0,1.0,17419.33,8
USDT,2022-04-03,1.0,1.0,17417.61,4
XRP,2022-04-03,0.8241,0.8429,28348696.61,6
ADA,2022-04-04,1.186,1.212,168050507.47,7
AVAX,2022-04-04,98.14,96.05,118551268.16,9
BNB,2022-04-04,450.26,447.85,62789383.79,3
BTC,2022-04-04,46414.26,46609.36,1145480471.77,1
DOGE,2022-04-04,0.1465,0.1484,145020648.33,11
DOT,2022-04-04,23.2,22.9,40969084.37,10
ETH,2022-04-04,3522.49,3520.15,896630079.47,2
LTC,2022-04-04,128.78,124.77,37779135.06,13
MATIC,2022-04-04,1.688,1.648,47344924.02,12
SOL,2022-04-04,136.91,132.13,375394773.2,5
TON,2022-04-04,0.0,0.0,0.0,15
TRX,2022-04-04,0.0731,0.07071,16596028.84,14
USDC,2022-04-04,1.0,1.0,24885.65,8
USDT,2022-04-04,1.0,1.0,24895.54,4
XRP,2022-04-04,0.8429,0.8265,72967911.99,6
ADA,2022-04-05,1.212,1.171,78989350.62,7
AVAX,2022-04-05,96.05,90.99,102089439.49,10
BNB,2022-04-05,447.85,444.61,60144064.93,3
BTC,2022-04-05,46609.36,45501.58,1118296319.71,1
DOGE,2022-04-05,0.1484,0.1724,360845489.02,9
DOT,2022-04-05,22.9,21.78,31197586.03,11
ETH,2022-04-05,3520.15,3406.48,972367292.53,2
LTC,2022-04-05,124.77,122.78,23598510.82,13
MATIC,2022-04-05,1.648,1.592,42226133.4,12
SOL,2022-04-05,132.13,126.83,302494778.35,5
TON,2022-04-05,0.0,0.0,0.0,15
TRX,2022-04-05,0.07071,0.06929,15112133.26,14
USDC,2022-04-05,1.0,1.0,24211.96,8
USDT,2022-04-05,1.0,1.0,24208.64,4
XRP,2022-04-05,0.8265,0.817,76242025.46,6
ADA,2022-04-06,1.171,1.053,169172703.82,7
AVAX,2022-04-06,90.99,82.94,156200319.41,9
BNB,2022-04-06,444.61,420.17,83500981.15,3
BTC,2022-04-06,45501.58,43177.78,1918395755.34,1
DOGE,2022-04-06,0.1724,0.1434,249486895.94,11
DOT,2022-04-06,21.78,19.85,53373813.24,10
ETH,2022-04-06,3406.48,3168.91,1587365720.77,2
LTC,2022-04-06,122.78,111.71,52457002.47,13
MATIC,2022-04-06,1.592,1.458,79897747.2,12
SOL,2022-04-06,126.83,112.99,547030001.41,5
TON,2022-04-06,0.0,0.0,0.0,15
TRX,2022-04-06,0.06929,0.06308,19692914.03,14
USDC,2022-04-06,1.0,1.0,43272.67,8
USDT,2022-04-06,1.0,1.0,43271.97,4
XRP,2022-04-06,0.817,0.7598,90711478.99,6
ADA,2022-04-07,1.053,1.09,101617178.02,7
AVAX,2022-04-07,82.94,87.66,116769391.16,9
BNB,2022-04-07,420.17,436.34,63568454.11,3
BTC,2022-04-07,43177.78,43466.21,989892880.8,1
DOGE,2022-04-07,0.1434,0.146,89534198.51,11
DOT,2022-04-07,19.85,20.41,27253079.7,10
ETH,2022-04-07,3168.91,3229.28,836302734.24,2
LTC,2022-04-07,111.71,114.18,29544704.32,13
MATIC,2022-04-07,1.458,1.513,48093986.69,12
SOL,2022-04-07,112.99,118.6,358677473.87,5
TON,2022-04-07,0.0,0.0,0.0,15
TRX,2022-04-07,0.06308,0.06434,14938365.48,14
USDC,2022-04-07,1.0,1.0,22803.16,8
USDT,2022-04-07,1.0,1.0,22808.74,4
XRP,2022-04-07,0.7598,0.7877,65706896.08,6
ADA,2022-04-08,1.09,1.025,82403791.07,7
AVAX,2022-04-08,87.66,83.75,107367742.41,9
BNB,2022-04-08,436.34,421.78,59588651.1,3
BTC,2022-04-08,43466.21,42273.38,1098738940.21,1
DOGE,2022-04-08,0.146,0.1426,104388190.54,11
DOT,2022-04-08,20.41,19.43,19826411.6,10
ETH,2022-04-08,3229.28,3192.92,738712527.46,2
LTC,2022-04-08,114.18,110.77,33062165.17,13
MATIC,2022-04-08,1.513,1.435,42483499.69,12
SOL,2022-04-08,118.6,109.97,339956765.81,5
TON,2022-04-08,0.0,0.0,0.0,15
TRX,2022-04-08,0.06434,0.06262,16181520.72,14
USDC,2022-04-08,1.0,0.9999,25452.37,8
USDT,2022-04-08,1.0,1.0,25455.83,4
XRP,2022-04-08,0.7877,0.7551,96194186.42,6
ADA,2022-04-09,1.025,1.045,42323367.4,7
AVAX,2022-04-09,83.75,84.56,43450315.24,9
BNB,2022-04-09,421.78,426.93,31074203.76,3
BTC,2022-04-09,42273.38,42768.61,384171498.87,1
DOGE,2022-04-09,0.1426,0.1442,26788090.23,11
DOT,2022-04-09,19.43,19.77,15459618.43,10
ETH,2022-04-09,3192.92,3259.62,295003082.23,2
LTC,2022-04-09,110.77,112.71,18630783.15,13
MATIC,2022-04-09,1.435,1.463,19335044.72,12
SOL,2022-04-09,109.97,112.96,158176021.11,5
TON,2022-04-09,0.0,0.0,0.0,15
TRX,2022-04-09,0.06262,0.06394,12744446.95,14
USDC,2022-04-09,0.9999,1.0,9051.91,8
USDT,2022-04-09,1.0,1.001,9055.68,4
XRP,2022-04-09,0.7551,0.7623,23546008.94,6
ADA,2022-04-10,1.045,1.027,41392081.49,7
AVAX,2022-04-10,84.56,80.99,36953386.96,9
BNB,2022-04-10,426.93,417.93,44723918.01,3
BTC,2022-04-10,42768.61,42153.77,549311405.43,1
DOGE,2022-04-10,0.1442,0.1482,134244472.46,10
DOT,2022-04-10,19.77,19.23,18815914.43,11
ETH,2022-04-10,3259.62,3202.89,391825529.05,2
LTC,2022-04-10,112.71,110.28,21182745.15,13
MATIC,2022-04-10,1.463,1.426,21325845.91,12
SOL,2022-04-10,112.96,111.02,162262688.28,5
TON,2022-04-10,0.0,0.0,0.0,15
TRX,2022-04-10,0.06394,0.06236,12885839.21,14
USDC,2022-04-10,1.0,1.0,12859.41,8
USDT,2022-04-10,1.001,1.0,12864.37,4
XRP,2022-04-10,0.7623,0.7545,25509617.47,6
ADA,2022-04-11,1.027,0.9197,138299382.25,7
AVAX,2022-04-11,80.99,74.36,107971048.52,9
BNB,2022-04-11,417.93,394.3,76108961.16,4
BTC,2022-04-11,42153.77,39536.71,1423397890.93,1
DOGE,2022-04-11,0.1482,0.1342,113055874.82,10
DOT,2022-04-11,19.23,17.2,48866756.78,11
ETH,2022-04-11,3202.89,2979.52,1233562295.37,2
LTC,2022-04-11,110.28,102.52,39728898.17,13
MATIC,2022-04-11,1.426,1.334,57472798.56,12
SOL,2022-04-11,111.02,99.65,359954148.63,5
TON,2022-04-11,0.0,0.0,0.0,15
TRX,2022-04-11,0.06236,0.05811,15909532.27,14
USDC,2022-04-11,1.0,1.0,34899.34,8
USDT,2022-04-11,1.0,1.001,34907.13,3
XRP,2022-04-11,0.7545,0.6949,103964123.15,6
ADA,2022-04-12,0.9197,0.9542,84294012.9,7
AVAX,2022-04-12,74.36,76.33,76263401.48,9
BNB,2022-04-12,394.3,413.73,56921330.26,4
BTC,2022-04-12,39536.71,40086.66,1087667635.69,1
DOGE,2022-04-12,0.1342,0.1381,106759122.74,10
DOT,2022-04-12,17.2,17.77,26567846.66,11
ETH,2022-04-12,2979.52,3028.77,950255189.07,2
LTC,2022-04-12,102.52,104.85,26568364.2,13
MATIC,2022-04-12,1.334,1.393,76859052.82,12
SOL,2022-04-12,99.65,103.26,340546068.39,5
TON,2022-04-12,0.0,0.0,0.0,15
TRX,2022-04-12,0.05811,0.05988,13266671.4,14
USDC,2022-04-12,1.0,1.0,27201.25,8
USDT,2022-04-12,1.001,1.0,27206.06,3
XRP,2022-04-12,0.6949,0.7151,96558523.64,6
ADA,2022-04-13,0.9542,0.9747,63239879.61,7
AVAX,2022-04-13,76.33,80.19,62974877.88,9
BNB,2022-04-13,413.73,423.35,49464581.29,3
BTC,2022-04-13,40086.66,41150.33,990022174.31,1
DOGE,2022-04-13,0.1381,0.1399,46893720.11,11
DOT,2022-04-13,17.77,18.19,17053746.62,10
ETH,2022-04-13,3028.77,3118.5,701662998.64,2
LTC,2022-04-13,104.85,110.57,33125183.52,13
MATIC,2022-04-13,1.393,1.419,44309001.86,12
SOL,2022-04-13,103.26,104.97,216762602.99,5
TON,2022-04-13,0.0,0.0,0.0,15
TRX,2022-04-13,0.05988,0.0615,11036267.51,14
USDC,2022-04-13,1.0,1.0,24393.01,8
USDT,2022-04-13,1.0,1.0,24395.56,4
XRP,2022-04-13,0.7151,0.7232,83712554.91,6
ADA,2022-04-14,0.9747,0.9323,64406101.68,7
AVAX,2022-04-14,80.19,76.83,63599238.4,10
BNB,2022-04-14,423.35,414.75,44755725.65,4
BTC,2022-04-14,41150.33,39951.63,870654332.34,1
DOGE,2022-04-14,0.1399,0.1441,117331861.37,9
DOT,2022-04-14,18.19,17.92,16402759.83,11
ETH,2022-04-14,3118.5,3021.76,640639970.5,2
LTC,2022-04-14,110.57,107.39,26755906.81,13
MATIC,2022-04-14,1.419,1.374,36802191.39,12
SOL,2022-04-14,104.97,100.77,225896476.03,5
TON,2022-04-14,0.0,0.0,0.0,15
TRX,2022-04-14,0.0615,0.06014,13856097.63,14
USDC,2022-04-14,1.0,1.0,21476.86,8
USDT,2022-04-14,1.0,1.0,21479.66,3
XRP,2022-04-14,0.7232,0.7263,56483422.2,6
ADA,2022-04-15,0.9323,0.956,50460490.52,7
AVAX,2022-04-15,76.83,77.44,35719858.1,10
BNB,2022-04-15,414.75,417.39,28204193.88,3
BTC,2022-04-15,39951.63,40563.69,561514975.78,1
DOGE,2022-04-15,0.1441,0.146,64454434.97,9
DOT,2022-04-15,17.92,18.36,16178122.12,11
ETH,2022-04-15,3021.76,3041.21,340633128.58,2
LTC,2022-04-15,107.39,111.01,32536547.66,13
MATIC,2022-04-15,1.374,1.398,19261160.15,12
SOL,2022-04-15,100.77,101.35,126145198.57,5
TON,2022-04-15,0.0,0.0,0.0,15
TRX,2022-04-15,0.06014,0.06182,11739059.84,14
USDC,2022-04-15,1.0,1.0,13945.3,8
USDT,2022-04-15,1.0,1.0,13949.14,4
XRP,2022-04-15,0.7263,0.7857,86034581.58,6
ADA,2022-04-16,0.956,0.9516,28371490.85,7
AVAX,2022-04-16,77.44,77.79,17722758.63,9
BNB,2022-04-16,417.39,417.25,27852640.05,3
BTC,2022-04-16,40563.69,40392.55,313875941.14,1
DOGE,2022-04-16,0.146,0.1436,32736009.63,10
DOT,2022-04-16,18.36,18.61,9335162.6,11
ETH,2022-04-16,3041.21,3060.28,217214977.29,2
LTC,2022-04-16,111.01,114.33,24637470.45,13
MATIC,2022-04-16,1.398,1.389,13414535.78,12
SOL,2022-04-16,101.35,102.1,90463208.04,5
TON,2022-04-16,0.0,0.0,0.0,15
TRX,2022-04-16,0.06182,0.06184,8655362.51,14
USDC,2022-04-16,1.0,1.0,7773.23,8
USDT,2022-04-16,1.0,1.0,7773.58,4
XRP,2022-04-16,0.7857,0.7809,38917638.41,6
ADA,2022-04-17,0.9516,0.9151,31158449.33,7
AVAX,2022-04-17,77.79,75.44,20288384.32,10
BNB,2022-04-17,417.25,406.71,32889364.47,4
BTC,2022-04-17,40392.55,39688.16,389893199.53,1
DOGE,2022-04-17,0.1436,0.1393,34240352.44,9
DOT,2022-04-17,18.61,17.76,15916073.17,11
ETH,2022-04-17,3060.28,2988.4,327041532.39,2
LTC,2022-04-17,114.33,108.84,22640198.96,13
MATIC,2022-04-17,1.389,1.338,18342242.11,12
SOL,2022-04-17,102.1,100.18,134183551.56,5
TON,2022-04-17,0.0,0.0,0.0,15
TRX,2022-04-17,0.06184,0.06009,10595617.59,14
USDC,2022-04-17,1.0,1.0,9700.63,8
USDT,2022-04-17,1.0,1.0,9703.35,3
XRP,2022-04-17,0.7809,0.7522,31638979.99,6
ADA,2022-04-18,0.9151,0.9367,69900423.69,7
AVAX,2022-04-18,75.44,77.74,53864841.4,9
BNB,2022-04-18,406.71,416.98,52144094.36,3
BTC,2022-04-18,39688.16,40811.03,1101204133.54,1
DOGE,2022-04-18,0.1393,0.1402,52732652.48,10
DOT,2022-04-18,17.76,18.16,22749195.38,11
ETH,2022-04-18,2988.4,3056.2,827696634.5,2
LTC,2022-04-18,108.84,111.24,39087487.29,13
MATIC,2022-04-18,1.338,1.419,58088854.05,12
SOL,2022-04-18,100.18,102.37,231166457.22,5
TON,2022-04-18,0.0,0.0,0.0,15
TRX,2022-04-18,0.06009,0.06147,15350061.98,14
USDC,2022-04-18,1.0,1.0,27725.63,8
USDT,2022-04-18,1.0,1.0,27732.41,4
XRP,2022-04-18,0.7522,0.7693,73189350.38,6
ADA,2022-04-19,0.9367,0.9526,46253179.11,7
AVAX,2022-04-19,77.74,80.32,46146013.4,9
BNB,2022-04-19,416.98,422.49,35608074.04,3
BTC,2022-04-19,40811.03,41504.44,768239204.72,1
DOGE,2022-04-19,0.1402,0.1427,36778111.78,11
DOT,2022-04-19,18.16,18.89,20355523.17,10
ETH,2022-04-19,3056.2,3102.52,590853605.85,2
LTC,2022-04-19,111.24,113.83,23963307.1,13
MATIC,2022-04-19,1.419,1.428,41095182.6,12
SOL,2022-04-19,102.37,108.61,221051546.25,5
TON,2022-04-19,0.0,0.0,0.0,15
TRX,2022-04-19,0.06147,0.06311,15049885.11,14
USDC,2022-04-19,1.0,1.0,18646.9,8
USDT,2022-04-19,1.0,1.0,18650.94,4
XRP,2022-04-19,0.7693,0.7752,55153245.16,6
ADA,2022-04-20,0.9526,0.9366,51546773.04,7
AVAX,2022-04-20,80.32,78.24,65136223.98,10
BNB,2022-04-20,422.49,418.48,42891494.31,3
BTC,2022-04-20,41504.44,41375.35,1072814871.19,1
DOGE,2022-04-20,0.1427,0.1407,60814579.54,11
DOT,2022-04-20,18.89,19.09,38914408.67,9
ETH,2022-04-20,3102.52,3077.74,686897462.05,2
LTC,2022-04-20,113.83,111.88,22927857.04,13
MATIC,2022-04-20,1.428,1.417,43243926.65,12
SOL,2022-04-20,108.61,105.59,238496568.02,5
TON,2022-04-20,0.0,0.0,0.0,15
TRX,2022-04-20,0.06311,0.06261,13560759.92,14
USDC,2022-04-20,1.0,1.0,25840.43,8
USDT,2022-04-20,1.0,1.0,25845.53,4
XRP,2022-04-20,0.7752,0.752,67016217.09,6
ADA,2022-04-21,0.9366,0.9102,58445192.7,7
AVAX,2022-04-21,78.24,75.03,66655979.92,10
BNB,2022-04-21,418.48,405.0,46548095.52,4
BTC,2022-04-21,41375.35,40490.97,1324052657.83,1
DOGE,2022-04-21,0.1407,0.1364,38156486.23,11
DOT,2022-04-21,19.09,18.18,36872370.6,9
ETH,2022-04-21,3077.74,2984.24,833558465.56,2
LTC,2022-04-21,111.88,106.71,32549319.61,13
MATIC,2022-04-21,1.417,1.378,43701004.59,12
SOL,2022-04-21,105.59,101.77,286619329.29,5
TON,2022-04-21,0.0,0.0,0.0,15
TRX,2022-04-21,0.06261,0.07113,80026897.14,14
USDC,2022-04-21,1.0,1.0,31799.27,8
USDT,2022-04-21,1.0,1.0,31803.01,3
XRP,2022-04-21,0.752,0.7328,70094890.19,6
ADA,2022-04-22,0.9102,0.9064,41432491.22,7
AVAX,2022-04-22,75.03,74.02,50778871.66,10
BNB,2022-04-22,405.0,406.59,38146669.14,4
BTC,2022-04-22,40490.97,39716.04,1154693915.31,1
DOGE,2022-04-22,0.1364,0.1363,21711965.05,11
DOT,2022-04-22,18.18,18.28,25241087.28,9
ETH,2022-04-22,2984.24,2963.17,652250110.96,2
LTC,2022-04-22,106.71,105.36,25893614.29,13
MATIC,2022-04-22,1.378,1.398,95689168.17,12
SOL,2022-04-22,101.77,100.54,186927308.72,5
TON,2022-04-22,0.0,0.0,0.0,15
TRX,2022-04-22,0.07113,0.0666,45109708.84,14
USDC,2022-04-22,1.0,1.0,28865.65,8
USDT,2022-04-22,1.0,1.0,28869.33,3
XRP,2022-04-22,0.7328,0.7177,56939085.72,6
ADA,2022-04-23,0.9064,0.8873,27078953.11,7
AVAX,2022-04-23,74.02,72.81,32927210.07,10
BNB,2022-04-23,406.59,401.08,26416324.21,4
BTC,2022-04-23,39716.04,39445.97,455659637.8,1
DOGE,2022-04-23,0.1363,0.1339,17596162.82,11
DOT,2022-04-23,18.28,18.7,25143960.78,9
ETH,2022-04-23,2963.17,2933.65,256592711.6,2
LTC,2022-04-23,105.36,105.16,21132307.52,13
MATIC,2022-04-23,1.398,1.363,31176929.74,12
SOL,2022-04-23,100.54,100.61,119676863.89,5
TON,2022-04-23,0.0,0.0,0.0,15
TRX,2022-04-23,0.0666,0.06761,21630731.93,14
USDC,2022-04-23,1.0,1.0,11482.74,8
USDT,2022-04-23,1.0,1.0,11483.99,3
XRP,2022-04-23,0.7177,0.7055,25969337.31,6
ADA,2022-04-24,0.8873,0.886,26031026.56,7
AVAX,2022-04-24,72.81,71.53,25493922.43,10
BNB,2022-04-24,401.08,398.81,37757462.93,4
BTC,2022-04-24,39445.97,39466.26,501272140.43,1
DOGE,2022-04-24,0.1339,0.1319,23681716.47,11
DOT,2022-04-24,18.7,18.17,18472375.08,9
ETH,2022-04-24,2933.65,2922.37,248805776.03,2
LTC,2022-04-24,105.16,104.59,14471417.66,13
MATIC,2022-04-24,1.363,1.344,22819000.45,12
SOL,2022-04-24,100.61,99.23,116633113.12,5
TON,2022-04-24,0.0,0.0,0.0,15
TRX,2022-04-24,0.06761,0.06567,15585674.17,14
USDC,2022-04-24,1.0,1.0,12669.03,8
USDT,2022-04-24,1.0,1.0,12673.59,3
XRP,2022-04-24,0.7055,0.6982,26857850.68,6
ADA,2022-04-25,0.886,0.8977,101215795.77,7
AVAX,2022-04-25,71.53,72.88,96062060.03,11
BNB,2022-04-25,398.81,404.29,51306741.46,4
BTC,2022-04-25,39466.26,40437.52,1514243711.31,1
DOGE,2022-04-25,0.1319,0.1581,351764331.79,9
DOT,2022-04-25,18.17,18.11,33461058.56,10
ETH,2022-04-25,2922.37,3006.45,1088856116.93,2
LTC,2022-04-25,104.59,104.58,36619884.39,13
MATIC,2022-04-25,1.344,1.353,59356301.92,12
SOL,2022-04-25,99.23,100.99,207691457.95,5
TON,2022-04-25,0.0,0.0,0.0,15
TRX,2022-04-25,0.06567,0.06528,18158992.34,14
USDC,2022-04-25,1.0,1.0,38638.16,8
USDT,2022-04-25,1.0,1.0,38647.99,3
XRP,2022-04-25,0.6982,0.6934,93280985.29,6
ADA,2022-04-26,0.8977,0.8262,89751044.07,8
AVAX,2022-04-26,72.88,68.69,64976515.9,11
BNB,2022-04-26,404.29,385.93,41918558.88,4
BTC,2022-04-26,40437.52,38117.39,1492483889.14,1
DOGE,2022-04-26,0.1581,0.1377,273734258.45,9
DOT,2022-04-26,18.11,16.68,31336878.06,10
ETH,2022-04-26,3006.45,2809.6,927820742.34,2
LTC,2022-04-26,104.58,98.57,35006350.27,13
MATIC,2022-04-26,1.353,1.245,44820044.97,12
SOL,2022-04-26,100.99,95.71,169617039.13,5
TON,2022-04-26,0.0,0.0,0.0,15
TRX,2022-04-26,0.06528,0.06191,15466654.44,14
USDC,2022-04-26,1.0,0.9999,38186.0,7
USDT,2022-04-26,1.0,1.0,38192.73,3
XRP,2022-04-26,0.6934,0.6424,86581298.63,6
ADA,2022-04-27,0.8262,0.8405,62692260.13,8
AVAX,2022-04-27,68.69,69.84,51262956.16,11
BNB,2022-04-27,385.93,391.41,44093420.86,4
