Country,Date (YYYY-MM-DD),New Cases,New Deaths,Total Vaccinations,Stringency Index
Canada,2023-02-09,,,97070759.0,
Canada,2023-02-10,,,97118323.0,
Canada,2023-02-11,10333.0,226.0,97124303.0,
Canada,2023-02-12,,,97128363.0,
Canada,2023-02-13,,,97133775.0,
Canada,2023-02-14,,,97138499.0,
Canada,2023-02-15,,,97153948.0,
Canada,2023-02-16,,,97171560.0,
Canada,2023-02-17,,,97180385.0,
Canada,2023-02-18,10322.0,212.0,97185449.0,
Canada,2023-02-19,,,97188769.0,
Canada,2023-02-20,,,97192867.0,
Canada,2023-02-21,,,97195005.0,
Canada,2023-02-22,,,97208383.0,
Canada,2023-02-23,,,97223831.0,
Canada,2023-02-24,,,97230489.0,
Canada,2023-02-25,9670.0,168.0,97235426.0,
Canada,2023-02-26,,,97238869.0,
Canada,2023-02-27,,,97243660.0,
Canada,2023-02-28,,,97247842.0,
Canada,2023-03-01,,,97261224.0,
Canada,2023-03-02,,,97275784.0,
Canada,2023-03-03,,,97284447.0,
Canada,2023-03-04,9161.0,165.0,97289351.0,
Canada,2023-03-05,,,97291878.0,
Canada,2023-03-06,,,97296727.0,
Canada,2023-03-07,,,97301517.0,
Canada,2023-03-08,,,97315829.0,
Canada,2023-03-09,,,97334577.0,
Canada,2023-03-10,,,97343813.0,
Canada,2023-03-11,8947.0,161.0,97347820.0,
Canada,2023-03-12,,,97350673.0,
Canada,2023-03-13,,,97356081.0,
Canada,2023-03-14,,,97361130.0,
Canada,2023-03-15,,,97374194.0,
Canada,2023-03-16,,,97389205.0,
Canada,2023-03-17,,,97398924.0,
Canada,2023-03-18,8585.0,181.0,97403219.0,
Canada,2023-03-19,,,97405918.0,
Canada,2023-03-20,,,97406675.0,
Canada,2023-03-21,,,97416484.0,
Canada,2023-03-22,,,97423011.0,
Canada,2023-03-23,,,97436645.0,
Canada,2023-03-24,,,97445529.0,
Canada,2023-03-25,8346.0,151.0,97449756.0,
Canada,2023-03-26,,,97452214.0,
Canada,2023-03-27,,,97458152.0,
Canada,2023-03-28,,,97463282.0,
Canada,2023-03-29,,,97483020.0,
Canada,2023-03-30,,,97498218.0,
Canada,2023-03-31,,,97506991.0,
Canada,2023-04-01,7850.0,131.0,97511144.0,
Canada,2023-04-02,,,97513311.0,
Canada,2023-04-03,,,97518385.0,
Canada,2023-04-04,,,97523249.0,
Canada,2023-04-05,,,97536215.0,
Canada,2023-04-06,,,97554285.0,
Canada,2023-04-07,,,97563119.0,
Canada,2023-04-08,,,97563951.0,
Canada,2023-04-09,7085.0,147.0,97566361.0,
Canada,2023-04-10,,,97568332.0,
Canada,2023-04-11,,,97571216.0,
Canada,2023-04-12,,,97586508.0,
Canada,2023-04-13,,,97620353.0,
Canada,2023-04-14,,,97626779.0,
Canada,2023-04-15,,,97633610.0,
Canada,2023-04-16,6293.0,146.0,97636849.0,
Canada,2023-04-17,,,97644279.0,
Canada,2023-04-18,,,97648982.0,
Canada,2023-04-19,,,97667087.0,
Canada,2023-04-20,,,97720921.0,
Canada,2023-04-21,,,97731634.0,
Canada,2023-04-22,,,97737941.0,
Canada,2023-04-23,6605.0,119.0,97741207.0,
Canada,2023-04-24,,,97745695.0,
Canada,2023-04-25,,,97750374.0,
Canada,2023-04-26,,,97768738.0,
Canada,2023-04-27,,,97777740.0,
Canada,2023-04-28,,,97788647.0,
Canada,2023-04-29,,,97795110.0,
Canada,2023-04-30,5770.0,150.0,97797720.0,
Canada,2023-05-01,,,97802696.0,
Canada,2023-05-02,,,97807837.0,
Canada,2023-05-03,,,97824550.0,
Canada,2023-05-04,,,97832155.0,
Canada,2023-05-05,,,97847310.0,
Canada,2023-05-06,,,,
Canada,2023-05-07,5230.0,141.0,97868790.0,
Canada,2023-05-08,,,,
Canada,2023-05-09,,,97883207.0,
Canada,2023-05-10,,,97906292.0,
Canada,2023-05-11,,,97918842.0,
Canada,2023-05-12,,,97935131.0,
Canada,2023-05-13,,,97946414.0,
Canada,2023-05-14,4633.0,120.0,97950560.0,
Canada,2023-05-15,,,97951607.0,
Canada,2023-05-16,1805.0,47.0,97960286.0,
Canada,2023-05-17,,,97983336.0,
Canada,2023-05-18,,,98001202.0,
Canada,2023-05-19,,,98015414.0,
Canada,2023-05-20,,,98024545.0,
Canada,2023-05-21,,,98027562.0,
Canada,2023-05-22,,,98028506.0,
Canada,2023-05-23,1638.0,35.0,98029221.0,
Canada,2023-05-24,,,98043338.0,
Canada,2023-05-25,,,98051992.0,
Canada,2023-05-26,,,98062452.0,
Canada,2023-05-27,,,98070499.0,
Canada,2023-05-28,,,98073375.0,
Canada,2023-05-29,,,98074324.0,
Canada,2023-05-30,1546.0,34.0,98080106.0,
Canada,2023-05-31,,,98094913.0,
Canada,2023-06-01,,,98101674.0,
Canada,2023-06-02,,,98110466.0,
Canada,2023-06-03,,,98115846.0,
Canada,2023-06-04,,,98117874.0,
Canada,2023-06-05,,,98118466.0,
Canada,2023-06-06,1266.0,29.0,98122855.0,
Canada,2023-06-07,,,98147499.0,
Canada,2023-06-08,,,98152812.0,
Canada,2023-06-09,,,98161057.0,
Canada,2023-06-10,,,,
Canada,2023-06-11,,,,
Canada,2023-06-12,,,,
Canada,2023-06-13,1012.0,25.0,,
Canada,2023-06-14,,,98166242.0,
Canada,2023-06-15,,,98170994.0,
Canada,2023-06-16,,,98178712.0,
Canada,2023-06-17,,,98182682.0,
Canada,2023-06-18,,,98184228.0,
Canada,2023-06-19,,,98184577.0,
Canada,2023-06-20,860.0,22.0,98187655.0,
Canada,2023-06-21,,,98200331.0,
Canada,2023-06-22,,,98204014.0,
Canada,2023-06-23,,,98210290.0,
Canada,2023-06-24,,,98213922.0,
Canada,2023-06-25,,,98215412.0,
Canada,2023-06-26,,,98215917.0,
Canada,2023-06-27,759.0,20.0,98218884.0,
Canada,2023-06-28,,,98229855.0,
Canada,2023-06-29,,,98233554.0,
Canada,2023-06-30,,,98238922.0,
Canada,2023-07-01,,,98241992.0,
Canada,2023-07-02,,,98242258.0,
Canada,2023-07-03,,,98242608.0,
Canada,2023-07-04,638.0,12.0,98243828.0,
Canada,2023-07-05,,,98249138.0,
Canada,2023-07-06,,,98251465.0,
Canada,2023-07-07,,,98256135.0,
Canada,2023-07-08,,,98258505.0,
Canada,2023-07-09,,,98259406.0,
Canada,2023-07-10,,,98259696.0,
Canada,2023-07-11,761.0,25.0,98261403.0,
Canada,2023-07-12,,,98267197.0,
Canada,2023-07-13,,,98269238.0,
Canada,2023-07-14,,,98272575.0,
Canada,2023-07-15,,,98274439.0,
Canada,2023-07-16,,,98275228.0,
Canada,2023-07-17,,,98275415.0,
Canada,2023-07-18,934.0,22.0,98276713.0,
Canada,2023-07-19,,,98281374.0,
Canada,2023-07-20,,,98282785.0,
Canada,2023-07-21,,,98285462.0,
Canada,2023-07-22,,,98286956.0,
Canada,2023-07-23,,,98287640.0,
Canada,2023-07-24,,,98287871.0,
Canada,2023-07-25,1006.0,22.0,98288919.0,
Canada,2023-07-26,,,98304348.0,
Canada,2023-07-27,,,98305535.0,
Canada,2023-07-28,,,98308139.0,
Canada,2023-07-29,,,98309420.0,
Canada,2023-07-30,,,98310043.0,
Canada,2023-07-31,,,98310269.0,
Canada,2023-08-01,1041.0,25.0,98311354.0,
Canada,2023-08-02,,,98315507.0,
Canada,2023-08-03,,,98316523.0,
Canada,2023-08-04,,,98318558.0,
Canada,2023-08-05,,,98319857.0,
Canada,2023-08-06,,,98320425.0,
Canada,2023-08-07,,,98320665.0,
Canada,2023-08-08,1078.0,22.0,98320978.0,
Canada,2023-08-09,,,98324631.0,
Canada,2023-08-10,,,98326136.0,
Canada,2023-08-11,,,98328547.0,
Canada,2023-08-12,,,98330175.0,
Canada,2023-08-13,,,98330956.0,
Canada,2023-08-14,,,98331197.0,
Canada,2023-08-15,1600.0,21.0,98332459.0,
Canada,2023-08-16,,,98338816.0,
Canada,2023-08-17,,,98340416.0,
Canada,2023-08-18,,,98343087.0,
Canada,2023-08-19,,,98344784.0,
Canada,2023-08-20,,,98345613.0,
Canada,2023-08-21,,,98345840.0,
Canada,2023-08-22,2090.0,27.0,98347065.0,
Canada,2023-08-23,,,98352515.0,
Canada,2023-08-24,,,98354014.0,
Canada,2023-08-25,,,98356417.0,
Canada,2023-08-26,,,98358015.0,
Canada,2023-08-27,,,98358790.0,
Canada,2023-08-28,,,98358972.0,
Canada,2023-08-29,2316.0,51.0,98359869.0,
Canada,2023-08-30,,,98364517.0,
Canada,2023-08-31,,,98365911.0,
Canada,2023-09-01,,,98368286.0,
Canada,2023-09-02,,,98369539.0,
Canada,2023-09-03,,,98370205.0,
Canada,2023-09-04,,,98370349.0,
Canada,2023-09-05,2672.0,64.0,98370476.0,
Canada,2023-09-06,,,98373412.0,
Canada,2023-09-07,,,98374516.0,
Canada,2023-09-08,,,98376609.0,
Canada,2023-09-09,,,98377797.0,
Canada,2023-09-10,,,98378607.0,
Canada,2023-09-11,,,98378733.0,
Canada,2023-09-12,3234.0,58.0,98379606.0,
Canada,2023-09-13,,,98382983.0,
Canada,2023-09-14,,,98383995.0,
Canada,2023-09-15,,,98386358.0,
Canada,2023-09-16,,,98387466.0,
Canada,2023-09-17,,,98388153.0,
Canada,2023-09-18,,,98388293.0,
Canada,2023-09-19,4002.0,67.0,98389101.0,
Canada,2023-09-20,,,98391878.0,
Canada,2023-09-21,,,98392689.0,
Canada,2023-09-22,,,98394449.0,
Canada,2023-09-23,,,98395390.0,
Canada,2023-09-24,,,98395992.0,
Canada,2023-09-25,,,98396115.0,
Canada,2023-09-26,4747.0,85.0,98396745.0,
Canada,2023-09-27,,,98399201.0,
Canada,2023-09-28,,,98399870.0,
Canada,2023-09-29,,,98409321.0,
Canada,2023-09-30,,,98410188.0,
Canada,2023-10-01,,,98410653.0,
Canada,2023-10-02,,,98410780.0,
Canada,2023-10-03,4658.0,106.0,98411641.0,
Canada,2023-10-04,,,98415977.0,
Canada,2023-10-05,,,98418490.0,
Canada,2023-10-06,,,98423270.0,
Canada,2023-10-07,,,98427435.0,
Canada,2023-10-08,,,98428178.0,
Canada,2023-10-09,,,98428301.0,
Canada,2023-10-10,4260.0,81.0,98428358.0,
Canada,2023-10-11,,,98465944.0,
Canada,2023-10-12,,,,
Canada,2023-10-13,,,98493478.0,
Canada,2023-10-14,,,98509278.0,
Canada,2023-10-15,,,98518490.0,
Canada,2023-10-16,,,98522886.0,
Canada,2023-10-17,4856.0,101.0,98544885.0,
Canada,2023-10-18,,,98741728.0,
Canada,2023-10-19,,,98772597.0,
Canada,2023-10-20,,,98825162.0,
Canada,2023-10-21,,,98868933.0,
Canada,2023-10-22,,,98891820.0,
Canada,2023-10-23,,,98900318.0,
Canada,2023-10-24,4936.0,109.0,98938571.0,
Canada,2023-10-25,,,99174648.0,
Canada,2023-10-26,,,99215875.0,
Canada,2023-10-27,,,99279753.0,
Canada,2023-10-28,,,99331994.0,
Canada,2023-10-29,,,99355123.0,
Canada,2023-10-30,,,99365717.0,
Canada,2023-10-31,4945.0,90.0,99419057.0,
Canada,2023-11-01,,,99626240.0,
Canada,2023-11-02,,,99756128.0,
Canada,2023-11-03,,,99819444.0,
Canada,2023-11-04,,,99880379.0,
Canada,2023-11-05,,,99913556.0,
Canada,2023-11-06,,,99927461.0,
Canada,2023-11-07,5061.0,103.0,99975129.0,
Canada,2023-11-08,,,100214385.0,
Canada,2023-11-09,,,100282888.0,
Canada,2023-11-10,,,100335630.0,
Canada,2023-11-11,,,100384009.0,
Canada,2023-11-12,,,100408208.0,
Canada,2023-11-13,,,100419134.0,
Canada,2023-11-14,5924.0,111.0,100457399.0,
Canada,2023-11-15,,,100656895.0,
Canada,2023-11-16,,,100713434.0,
Canada,2023-11-17,,,100754142.0,
Canada,2023-11-18,,,100793016.0,
Canada,2023-11-19,,,100815112.0,
Canada,2023-11-20,,,100824031.0,
Canada,2023-11-21,6132.0,105.0,100855271.0,
Canada,2023-11-22,,,101049275.0,
Canada,2023-11-23,,,101095280.0,
Canada,2023-11-24,,,101127426.0,
Canada,2023-11-25,,,101158044.0,
Canada,2023-11-26,,,101174486.0,
Canada,2023-11-27,,,101181335.0,
Canada,2023-11-28,5603.0,126.0,101205035.0,
Canada,2023-11-29,,,101350472.0,
Canada,2023-11-30,,,101388070.0,
Canada,2023-12-01,,,101415976.0,
Canada,2023-12-02,,,101440992.0,
Canada,2023-12-03,,,101454325.0,
Canada,2023-12-04,,,101460268.0,
Canada,2023-12-05,5482.0,93.0,101479811.0,
Canada,2023-12-06,,,101617113.0,
Canada,2023-12-07,,,101648611.0,
Canada,2023-12-08,,,101670894.0,
Canada,2023-12-09,,,101693702.0,
Canada,2023-12-10,,,101707149.0,
Canada,2023-12-11,,,101775102.0,
Canada,2023-12-12,5448.0,74.0,101802215.0,
Canada,2023-12-13,,,101828633.0,
Canada,2023-12-14,,,101853193.0,
Canada,2023-12-15,,,101870813.0,
Canada,2023-12-16,,,101888153.0,
Canada,2023-12-17,,,101896965.0,
Canada,2023-12-18,,,101901078.0,
Canada,2023-12-19,5261.0,84.0,101915204.0,
Canada,2023-12-20,,,102006204.0,
Canada,2023-12-21,,,,
Canada,2023-12-22,,,,
Canada,2023-12-23,,,,
Canada,2023-12-24,,,,
Canada,2023-12-25,,,,
Canada,2023-12-26,6102.0,134.0,,
Canada,2023-12-27,,,102050271.0,
Canada,2023-12-28,,,102107809.0,
Canada,2023-12-29,,,102114785.0,
Canada,2023-12-30,,,102121098.0,
Canada,2023-12-31,,,102123709.0,
Canada,2024-01-01,,,102124661.0,
Canada,2024-01-02,5079.0,91.0,102125064.0,
Canada,2024-01-03,,,102149952.0,
Canada,2024-01-04,,,102160553.0,
Canada,2024-01-05,,,102168361.0,
Canada,2024-01-06,,,102176574.0,
Canada,2024-01-07,,,102180413.0,
Canada,2024-01-08,,,102182068.0,
Canada,2024-01-09,3939.0,88.0,102187405.0,
Canada,2024-01-10,,,102216676.0,
Canada,2024-01-11,,,102224102.0,
Canada,2024-01-12,,,102229072.0,
Canada,2024-01-13,,,102234981.0,
Canada,2024-01-14,,,102237353.0,
Canada,2024-01-15,,,102238654.0,
Canada,2024-01-16,3121.0,57.0,102242467.0,
Canada,2024-01-17,,,102265211.0,
Canada,2024-01-18,,,102271621.0,
Canada,2024-01-19,,,102275554.0,
Canada,2024-01-20,,,102279684.0,
Canada,2024-01-21,,,102281667.0,
Canada,2024-01-22,,,102282485.0,
Canada,2024-01-23,2623.0,42.0,102299711.0,
Canada,2024-01-24,,,102302232.0,
Canada,2024-01-25,,,102307258.0,
Canada,2024-01-26,,,102310088.0,
Canada,2024-01-27,,,102313054.0,
Canada,2024-01-28,,,102314552.0,
Canada,2024-01-29,,,102315163.0,
Canada,2024-01-30,2446.0,43.0,102317422.0,
Canada,2024-01-31,,,102319708.0,
Canada,2024-02-01,,,102324092.0,
Canada,2024-02-02,,,102326191.0,
Canada,2024-02-03,,,102328768.0,
Canada,2024-02-04,,,102329901.0,
Canada,2024-02-05,,,102330496.0,
Canada,2024-02-06,2132.0,39.0,102348206.0,
Canada,2024-02-07,,,102349998.0,
Canada,2024-02-08,,,102353591.0,
Canada,2024-02-09,,,102355523.0,
Canada,2024-02-10,,,102357559.0,
Canada,2024-02-11,,,102358478.0,
Canada,2024-02-12,,,102358882.0,
Canada,2024-02-13,1915.0,43.0,102366179.0,
Canada,2024-02-14,,,102367541.0,
Canada,2024-02-15,,,102369878.0,
Canada,2024-02-16,,,102371124.0,
Canada,2024-02-17,,,102372942.0,
Canada,2024-02-18,,,102373639.0,
Canada,2024-02-19,,,102373981.0,
Canada,2024-02-20,1653.0,40.0,102379028.0,
Canada,2024-02-21,,,102380428.0,
Canada,2024-02-22,,,102383030.0,
Canada,2024-02-23,,,102384518.0,
Canada,2024-02-24,,,102386164.0,
Canada,2024-02-25,,,102386831.0,
Canada,2024-02-26,,,102387211.0,
Canada,2024-02-27,1496.0,38.0,102388509.0,
Canada,2024-02-28,,,102393189.0,
Canada,2024-02-29,,,102395703.0,
Canada,2024-03-01,,,102396807.0,
Canada,2024-03-02,,,102398231.0,
Canada,2024-03-03,,,102398902.0,
Canada,2024-03-04,,,102399240.0,
Canada,2024-03-05,1218.0,27.0,102400307.0,
Canada,2024-03-06,,,102401382.0,
Canada,2024-03-07,,,102403489.0,
Canada,2024-03-08,,,102404537.0,
Canada,2024-03-09,,,102405745.0,
Canada,2024-03-10,,,102406409.0,
Canada,2024-03-11,,,102406678.0,
Canada,2024-03-12,1380.0,21.0,102407722.0,
Canada,2024-03-13,,,102415712.0,
Canada,2024-03-14,,,102417669.0,
Canada,2024-03-15,,,102418789.0,
Canada,2024-03-16,,,102420002.0,
Canada,2024-03-17,,,102420500.0,
Canada,2024-03-18,,,102420702.0,
Canada,2024-03-19,1119.0,24.0,102424734.0,
Canada,2024-03-20,,,102425543.0,
Canada,2024-03-21,,,102427100.0,
Canada,2024-03-22,,,102428044.0,
Canada,2024-03-23,,,102429000.0,
Canada,2024-03-24,,,102429415.0,
Canada,2024-03-25,,,102433267.0,
Canada,2024-03-26,888.0,12.0,102434172.0,
Canada,2024-03-27,,,102434887.0,
Canada,2024-03-28,,,102436304.0,
Canada,2024-03-29,,,102437269.0,
Canada,2024-03-30,,,102437452.0,
Canada,2024-03-31,,,102437795.0,
Canada,2024-04-01,,,102437877.0,
Canada,2024-04-02,1031.0,16.0,102438512.0,
Canada,2024-04-03,,,102441927.0,
Canada,2024-04-04,,,102443811.0,
Canada,2024-04-05,,,102444696.0,
Canada,2024-04-06,,,102445780.0,
Canada,2024-04-07,,,102446320.0,
Canada,2024-04-08,,,102446668.0,
Canada,2024-04-09,1102.0,24.0,102451048.0,
Canada,2024-04-10,,,102452134.0,
Canada,2024-04-11,,,102455291.0,
Canada,2024-04-12,,,102456498.0,
Canada,2024-04-13,,,102458002.0,
Canada,2024-04-14,,,102458713.0,
Canada,2024-04-15,,,102459119.0,
Canada,2024-04-16,1023.0,22.0,102460747.0,
Canada,2024-04-17,,,102470460.0,
Canada,2024-04-18,,,102474423.0,
Canada,2024-04-19,,,102476467.0,
Canada,2024-04-20,,,102478228.0,
Canada,2024-04-21,,,102478956.0,
Canada,2024-04-22,,,102479279.0,
Canada,2024-04-23,1167.0,22.0,102490783.0,
Canada,2024-04-24,,,102492631.0,
Canada,2024-04-25,,,102496060.0,
Canada,2024-04-26,,,102498689.0,
Canada,2024-04-27,,,102500906.0,
Canada,2024-04-28,,,102501837.0,
Canada,2024-04-29,,,102513045.0,
Canada,2024-04-30,1283.0,22.0,102515284.0,
Canada,2024-05-01,,,102517452.0,
Canada,2024-05-02,,,102522228.0,
Canada,2024-05-03,,,102525024.0,
Canada,2024-05-04,,,102528694.0,
Canada,2024-05-05,,,102530112.0,
Canada,2024-05-06,,,102530762.0,
Canada,2024-05-07,1355.0,29.0,102534805.0,
Canada,2024-05-08,,,102551352.0,
Canada,2024-05-09,,,,
Canada,2024-05-10,,,,
Canada,2024-05-11,,,,
Canada,2024-05-12,,,,
Canada,2024-05-13,,,,
Canada,2024-05-14,1717.0,25.0,102564106.0,
Canada,2024-05-15,,,,
Canada,2024-05-16,,,102611287.0,
Canada,2024-05-17,,,102619729.0,
Canada,2024-05-18,,,102626818.0,
Canada,2024-05-19,,,102629038.0,
Canada,2024-05-20,,,102629978.0,
Canada,2024-05-21,1470.0,27.0,102630849.0,
Canada,2024-05-22,,,102637035.0,
Canada,2024-05-23,,,102647326.0,
Canada,2024-05-24,,,102654488.0,
Canada,2024-05-25,,,102659999.0,
Canada,2024-05-26,,,102661468.0,
Canada,2024-05-27,,,102662201.0,
Canada,2024-05-28,1351.0,16.0,102667503.0,
Canada,2024-05-29,,,102673185.0,
Canada,2024-05-30,,,102706456.0,
Canada,2024-05-31,,,102712768.0,
Canada,2024-06-01,,,102718282.0,
Canada,2024-06-02,,,102719620.0,
Canada,2024-06-03,,,102720106.0,
Canada,2024-06-04,624.0,12.0,102724399.0,
Canada,2024-06-05,,,102728926.0,
Canada,2024-06-06,,,,
Canada,2024-06-07,,,,
Canada,2024-06-08,,,,
Canada,2024-06-09,,,,
Canada,2024-06-10,,,,
Canada,2024-06-11,578.0,15.0,,
Canada,2024-06-12,,,102751981.0,
Canada,2024-06-13,,,,
Canada,2024-06-14,,,,
Canada,2024-06-15,,,,
Canada,2024-06-16,,,,
Canada,2024-06-17,,,102760612.0,
Canada,2024-06-18,553.0,12.0,,
Canada,2024-06-19,,,,
Canada,2024-06-20,,,102816708.0,
Canada,2024-06-21,,,102820177.0,
Canada,2024-06-22,,,102823009.0,
Canada,2024-06-23,,,102823877.0,
Canada,2024-06-24,,,102824203.0,
Canada,2024-06-25,605.0,12.0,102826562.0,
Canada,2024-06-26,,,102834793.0,
Canada,2024-06-27,,,,
Canada,2024-06-28,,,102842884.0,
Canada,2024-06-29,,,102845552.0,
Canada,2024-06-30,,,102846213.0,
Canada,2024-07-01,,,102850981.0,
Canada,2024-07-02,600.0,9.0,102851156.0,
Canada,2024-07-03,,,102852975.0,
Canada,2024-07-04,,,102856866.0,
Canada,2024-07-05,,,102858988.0,
Canada,2024-07-06,,,102861095.0,
Canada,2024-07-07,,,102861651.0,
Canada,2024-07-08,,,102866143.0,
Canada,2024-07-09,519.0,5.0,102867679.0,
Canada,2024-07-10,,,102869160.0,
Canada,2024-07-11,,,,
Canada,2024-07-12,,,,
Canada,2024-07-13,,,,
Canada,2024-07-14,,,,
Canada,2024-07-15,,,102873183.0,
Canada,2024-07-16,467.0,6.0,,
Canada,2024-07-17,,,,
Canada,2024-07-18,,,,
Canada,2024-07-19,,,,
Canada,2024-07-20,,,,
Canada,2024-07-21,,,,
Canada,2024-07-22,,,,
Canada,2024-07-23,327.0,2.0,,
Canada,2024-07-24,,,102877159.0,
Canada,2024-07-25,,,,
Canada,2024-07-26,,,,
Canada,2024-07-27,,,,
Canada,2024-07-28,,,,
Canada,2024-07-29,,,,
Canada,2024-07-30,38.0,0.0,,
Canada,2024-07-31,,,,
Canada,2024-08-01,,,,
Canada,2024-08-02,,,,
Canada,2024-08-03,,,,
Canada,2024-08-04,,,,
Canada,2024-08-05,,,,
Canada,2024-08-06,,,,
Canada,2024-08-07,,,,
Canada,2024-08-08,,,,
Canada,2024-08-09,,,,
Canada,2024-08-10,,,,
Canada,2024-08-11,,,,
Canada,2024-08-12,,,,
Canada,2024-08-13,,,,
Canada,2024-08-14,,,,
Canada,2024-08-15,,,,
Canada,2024-08-16,,,,
Canada,2024-08-17,,,,
Canada,2024-08-18,,,,
Canada,2024-08-19,,,,
Canada,2024-08-20,,,,
Canada,2024-08-21,,,,
Canada,2024-08-22,,,,
Canada,2024-08-23,,,,
Canada,2024-08-24,,,,
Canada,2024-08-25,,,,
Canada,2024-08-26,,,,
Canada,2024-08-27,,,,
Canada,2024-08-28,,,,
Canada,2024-08-29,,,,
Canada,2024-08-30,,,,
Canada,2024-08-31,,,,
Canada,2024-09-01,,,,
Canada,2024-09-02,,,,
Canada,2024-09-03,,,,
Canada,2024-09-04,,,,
Canada,2024-09-05,,,,
Canada,2024-09-06,,,,
Canada,2024-09-07,,,,
Canada,2024-09-08,,,,
Canada,2024-09-09,,,,
Canada,2024-09-10,,,,
Canada,2024-09-11,,,,
Canada,2024-09-12,,,,
Canada,2024-09-13,,,,
Canada,2024-09-14,,,,
Canada,2024-09-15,,,,
Canada,2024-09-16,,,,
Canada,2024-09-17,,,,
Canada,2024-09-18,,,,
Canada,2024-09-19,,,,
Canada,2024-09-20,,,,
Canada,2024-09-21,,,,
Canada,2024-09-22,,,,
Canada,2024-09-23,,,,
Canada,2024-09-24,,,,
Canada,2024-09-25,,,,
Canada,2024-09-26,,,,
Canada,2024-09-27,,,,
Canada,2024-09-28,,,,
Canada,2024-09-29,,,,
Canada,2024-09-30,,,,
Canada,2024-10-01,,,,
Canada,2024-10-02,,,,
Canada,2024-10-03,,,,
Canada,2024-10-04,,,,
Canada,2024-10-05,,,,
Canada,2024-10-06,,,,
Canada,2024-10-07,,,,
Canada,2024-10-08,,,,
Canada,2024-10-09,,,,
Canada,2024-10-10,,,,
Canada,2024-10-11,,,,
Canada,2024-10-12,,,,
Canada,2024-10-13,,,,
Canada,2024-10-14,,,,
Canada,2024-10-15,,,,
Canada,2024-10-16,,,,
Canada,2024-10-17,,,,
Canada,2024-10-18,,,,
Canada,2024-10-19,,,,
Canada,2024-10-20,,,,
Canada,2024-10-21,,,,
Canada,2024-10-22,,,,
Canada,2024-10-23,,,,
Canada,2024-10-24,,,,
Canada,2024-10-25,,,,
Canada,2024-10-26,,,,
Canada,2024-10-27,,,,
Canada,2024-10-28,,,,
Canada,2024-10-29,,,,
Canada,2024-10-30,,,,
Canada,2024-10-31,,,,
Canada,2024-11-01,,,,
Canada,2024-11-02,,,,
Canada,2024-11-03,,,,
Canada,2024-11-04,,,,
Canada,2024-11-05,,,,
Canada,2024-11-06,,,,
Canada,2024-11-07,,,,
Canada,2024-11-08,,,,
Canada,2024-11-09,,,,
Canada,2024-11-10,,,,
Canada,2024-11-11,,,,
Canada,2024-11-12,,,,
Canada,2024-11-13,,,,
Canada,2024-11-14,,,,
Canada,2024-11-15,,,,
Canada,2024-11-16,,,,
Canada,2024-11-17,,,,
Canada,2024-11-18,,,,
Canada,2024-11-19,,,,
Canada,2024-11-20,,,,
Canada,2024-11-21,,,,
Canada,2024-11-22,,,,
Canada,2024-11-23,,,,
Canada,2024-11-24,,,,
Canada,2024-11-25,,,,
Canada,2024-11-26,,,,
Canada,2024-11-27,,,,
Canada,2024-11-28,,,,
Canada,2024-11-29,,,,
Canada,2024-11-30,,,,
Canada,2024-12-01,,,,
Canada,2024-12-02,,,,
Canada,2024-12-03,,,,
Canada,2024-12-04,,,,
Canada,2024-12-05,,,,
Canada,2024-12-06,,,,
Canada,2024-12-07,,,,
Canada,2024-12-08,,,,
Canada,2024-12-09,,,,
Canada,2024-12-10,,,,
Canada,2024-12-11,,,,
Canada,2024-12-12,,,,
Canada,2024-12-13,,,,
Canada,2024-12-14,,,,
Canada,2024-12-15,,,,
Canada,2024-12-16,,,,
Canada,2024-12-17,,,,
Canada,2024-12-18,,,,
Canada,2024-12-19,,,,
Canada,2024-12-20,,,,
Canada,2024-12-21,,,,
Canada,2024-12-22,,,,
Canada,2024-12-23,,,,
Canada,2024-12-24,,,,
Canada,2024-12-25,,,,
Canada,2024-12-26,,,,
Canada,2024-12-27,,,,
Canada,2024-12-28,,,,
Canada,2024-12-29,,,,
Canada,2024-12-30,,,,
Canada,2024-12-31,,,,
France,2022-01-01,,,124260120.0,43.74
France,2022-01-02,1140724.0,1315.0,124337828.0,43.74
France,2022-01-03,,,124964222.0,48.33
France,2022-01-04,,,125761303.0,48.29
France,2022-01-05,,,126497377.0,48.25
France,2022-01-06,,,127293771.0,48.21
France,2022-01-07,,,128181786.0,48.16
France,2022-01-08,,,128732123.0,48.13
France,2022-01-09,1726217.0,1484.0,128903213.0,48.12
France,2022-01-10,,,129503105.0,48.09
France,2022-01-11,,,130196157.0,48.05
France,2022-01-12,,,130806981.0,48.02
France,2022-01-13,,,131427274.0,47.98
France,2022-01-14,,,132144113.0,47.94
France,2022-01-15,,,132590581.0,47.92
France,2022-01-16,1961912.0,1499.0,132708853.0,47.91
France,2022-01-17,,,133115307.0,47.89
France,2022-01-18,,,133575270.0,47.86
France,2022-01-19,,,133968316.0,47.84
France,2022-01-20,,,134352412.0,47.82
France,2022-01-21,,,134817889.0,47.79
France,2022-01-22,,,135113141.0,47.77
France,2022-01-23,2417043.0,1658.0,135181712.0,47.77
France,2022-01-24,,,135463945.0,44.9
France,2022-01-25,,,135781947.0,44.87
France,2022-01-26,,,136081264.0,44.83
France,2022-01-27,,,136353052.0,44.81
