
Country,Quarter,gdp_growth,inflation,unemployment,usd_exchange_rate
United Kingdom,2024-Q1,1.1,2.5,4.3,0.782414580986262
United Kingdom,2024-Q2,1.1,2.5,4.3,0.782414580986262
United Kingdom,2024-Q3,1.1,2.5,4.3,0.782414580986262
United Kingdom,2024-Q4,1.1,2.5,4.3,0.782414580986262
United States,2019-Q1,2.6,1.8,3.7,1.0
United States,2019-Q2,2.6,1.8,3.7,1.0
United States,2019-Q3,2.6,1.8,3.7,1.0
United States,2019-Q4,2.6,1.8,3.7,1.0
United States,2020-Q1,-2.1,1.3,8.1,1.0
United States,2020-Q2,-2.1,1.3,8.1,1.0
United States,2020-Q3,-2.1,1.3,8.1,1.0
United States,2020-Q4,-2.1,1.3,8.1,1.0
United States,2021-Q1,6.2,4.7,5.4,1.0
United States,2021-Q2,6.2,4.7,5.4,1.0
United States,2021-Q3,6.2,4.7,5.4,1.0
United States,2021-Q4,6.2,4.7,5.4,1.0
United States,2022-Q1,2.5,8.0,3.6,1.0
United States,2022-Q2,2.5,8.0,3.6,1.0
United States,2022-Q3,2.5,8.0,3.6,1.0
United States,2022-Q4,2.5,8.0,3.6,1.0
United States,2023-Q1,2.9,4.1,3.6,1.0
United States,2023-Q2,2.9,4.1,3.6,1.0
United States,2023-Q3,2.9,4.1,3.6,1.0
United States,2023-Q4,2.9,4.1,3.6,1.0
United States,2024-Q1,2.8,3.0,4.0,1.0
United States,2024-Q2,2.8,3.0,4.0,1.0
United States,2024-Q3,2.8,3.0,4.0,1.0
United States,2024-Q4,2.8,3.0,4.0,1.0
European Union,2019-Q1,2.0,1.4,,
European Union,2019-Q2,2.0,1.4,,
European Union,2019-Q3,2.0,1.4,,
European Union,2019-Q4,2.0,1.4,,
European Union,2020-Q1,-5.5,0.7,,
European Union,2020-Q2,-5.5,0.7,,
European Union,2020-Q3,-5.5,0.7,,
European Union,2020-Q4,-5.5,0.7,,
European Union,2021-Q1,6.4,2.9,,
European Union,2021-Q2,6.4,2.9,,
European Union,2021-Q3,6.4,2.9,,
European Union,2021-Q4,6.4,2.9,,
European Union,2022-Q1,3.7,9.3,,
European Union,2022-Q2,3.7,9.3,,
European Union,2022-Q3,3.7,9.3,,
European Union,2022-Q4,3.7,9.3,,
European Union,2023-Q1,0.6,6.3,,
European Union,2023-Q2,0.6,6.3,,
European Union,2023-Q3,0.6,6.3,,
European Union,2023-Q4,0.6,6.3,,
European Union,2024-Q1,1.1,2.6,,
European Union,2024-Q2,1.1,2.6,,
European Union,2024-Q3,1.1,2.6,,
European Union,2024-Q4,1.1,2.6,,
