store,plz,served,error
Picnic,82487,False,
REWE,82488,True,
Flink,82488,True,
Knuspr,82488,True,
Picnic,82488,True,
REWE,82490,True,
Flink,82490,True,
Knuspr,82490,True,
Picnic,82490,True,
REWE,82491,False,
Flink,82491,False,
Knuspr,82491,False,
Picnic,82491,False,
REWE,82493,False,
Flink,82493,False,
Knuspr,82493,False,
Picnic,82493,False,
REWE,82494,True,
Flink,82494,True,
Knuspr,82494,True,
Picnic,82494,True,
REWE,82496,True,
Flink,82496,True,
Knuspr,82496,True,
Picnic,82496,True,
REWE,82497,False,
Flink,82497,False,
Knuspr,82497,False,
Picnic,82497,False,
REWE,82499,False,
Flink,82499,False,
Knuspr,82499,False,
Picnic,82499,False,
REWE,82515,False,
Flink,82515,False,
Knuspr,82515,False,
Picnic,82515,False,
REWE,82538,True,
Flink,82538,True,
Knuspr,82538,True,
Picnic,82538,True,
REWE,82541,False,
Flink,82541,False,
Knuspr,82541,False,
Picnic,82541,False,
REWE,82544,True,
Flink,82544,True,
Knuspr,82544,True,
Picnic,82544,True,
REWE,82547,False,
Flink,82547,False,
Knuspr,82547,False,
Picnic,82547,False,
REWE,82549,False,
Flink,82549,False,
Knuspr,82549,False,
Picnic,82549,False,
REWE,83022,True,
Flink,83022,True,
Knuspr,83022,True,
Picnic,83022,True,
REWE,83024,True,
Flink,83024,True,
Knuspr,83024,True,
Picnic,83024,True,
REWE,83026,True,
Flink,83026,True,
Knuspr,83026,True,
Picnic,83026,True,
REWE,83043,False,
Flink,83043,False,
Knuspr,83043,False,
Picnic,83043,False,
REWE,83052,True,
Flink,83052,True,
Knuspr,83052,True,
Picnic,83052,True,
REWE,83059,False,
Flink,83059,False,
Knuspr,83059,False,
Picnic,83059,False,
REWE,83064,True,
Flink,83064,True,
Knuspr,83064,True,
Picnic,83064,True,
REWE,83071,False,
Flink,83071,False,
Knuspr,83071,False,
Picnic,83071,False,
REWE,83075,False,
Flink,83075,False,
Knuspr,83075,False,
Picnic,83075,False,
REWE,83080,True,
Flink,83080,True,
Knuspr,83080,True,
Picnic,83080,True,
REWE,83083,False,
Flink,83083,False,
Knuspr,83083,False,
Picnic,83083,False,
REWE,83088,True,
Flink,83088,True,
Knuspr,83088,True,
Picnic,83088,True,
REWE,83093,False,
Flink,83093,False,
Knuspr,83093,False,
Picnic,83093,False,
REWE,83098,True,
Flink,83098,True,
Knuspr,83098,True,
Picnic,83098,True,
REWE,83101,False,
Flink,83101,False,
Knuspr,83101,False,
Picnic,83101,False,
REWE,83104,True,
Flink,83104,True,
Knuspr,83104,True,
Picnic,83104,True,
REWE,83109,False,
Flink,83109,False,
Knuspr,83109,False,
Picnic,83109,False,
REWE,83112,True,
Flink,83112,True,
Knuspr,83112,True,
Picnic,83112,True,
REWE,83115,False,
Flink,83115,False,
Knuspr,83115,False,
Picnic,83115,False,
REWE,83119,False,
Flink,83119,False,
Knuspr,83119,False,
Picnic,83119,False,
REWE,83122,True,
Flink,83122,True,
Knuspr,83122,True,
Picnic,83122,True,
REWE,83123,False,
Flink,83123,False,
Knuspr,83123,False,
Picnic,83123,False,
REWE,83125,False,
Flink,83125,False,
Knuspr,83125,False,
Picnic,83125,False,
REWE,83126,True,
Flink,83126,True,
Knuspr,83126,True,
Picnic,83126,True,
REWE,83128,True,
Flink,83128,True,
Knuspr,83128,True,
Picnic,83128,True,
REWE,83129,False,
Flink,83129,False,
Knuspr,83129,False,
Picnic,83129,False,
REWE,83131,False,
Flink,83131,False,
Knuspr,83131,False,
Picnic,83131,False,
REWE,83132,True,
Flink,83132,True,
Knuspr,83132,True,
Picnic,83132,True,
REWE,83134,True,
Flink,83134,True,
Knuspr,83134,True,
Picnic,83134,True,
REWE,83135,False,
Flink,83135,False,
Knuspr,83135,False,
Picnic,83135,False,
REWE,83137,False,
Flink,83137,False,
Knuspr,83137,False,
Picnic,83137,False,
REWE,83139,False,
Flink,83139,False,
Knuspr,83139,False,
Picnic,83139,False,
REWE,83209,False,
Flink,83209,False,
Knuspr,83209,False,
Picnic,83209,False,
REWE,83224,True,
Flink,83224,True,
Knuspr,83224,True,
Picnic,83224,True,
REWE,83229,False,
Flink,83229,False,
Knuspr,83229,False,
Picnic,83229,False,
REWE,83233,False,
Flink,83233,False,
Knuspr,83233,False,
Picnic,83233,False,
REWE,83236,True,
Flink,83236,True,
Knuspr,83236,True,
Picnic,83236,True,
REWE,83242,True,
Flink,83242,True,
Knuspr,83242,True,
Picnic,83242,True,
REWE,83246,True,
Flink,83246,True,
Knuspr,83246,True,
Picnic,83246,True,
REWE,83250,True,
Flink,83250,True,
Knuspr,83250,True,
Picnic,83250,True,
REWE,83253,False,
Flink,83253,False,
Knuspr,83253,False,
Picnic,83253,False,
REWE,83254,True,
Flink,83254,True,
Knuspr,83254,True,
Picnic,83254,True,
REWE,83256,True,
Flink,83256,True,
Knuspr,83256,True,
Picnic,83256,True,
REWE,83257,False,
Flink,83257,False,
Knuspr,83257,False,
Picnic,83257,False,
REWE,83259,False,
Flink,83259,False,
Knuspr,83259,False,
Picnic,83259,False,
REWE,83278,True,
Flink,83278,True,
Knuspr,83278,True,
Picnic,83278,True,
REWE,83301,False,
Flink,83301,False,
Knuspr,83301,False,
Picnic,83301,False,
REWE,83308,True,
Flink,83308,True,
Knuspr,83308,True,
Picnic,83308,True,
REWE,83313,False,
Flink,83313,False,
Knuspr,83313,False,
Picnic,83313,False,
REWE,83317,False,
Flink,83317,False,
Knuspr,83317,False,
Picnic,83317,False,
REWE,83324,True,
Flink,83324,True,
Knuspr,83324,True,
Picnic,83324,True,
REWE,83329,False,
Flink,83329,False,
Knuspr,83329,False,
Picnic,83329,False,
REWE,83334,True,
Flink,83334,True,
Knuspr,83334,True,
Picnic,83334,True,
REWE,83339,False,
Flink,83339,False,
Knuspr,83339,False,
Picnic,83339,False,
REWE,83342,True,
Flink,83342,True,
Knuspr,83342,True,
Picnic,83342,True,
REWE,83344,True,
Flink,83344,True,
Knuspr,83344,True,
Picnic,83344,True,
REWE,83346,True,
Flink,83346,True,
Knuspr,83346,True,
Picnic,83346,True,
REWE,83349,False,
Flink,83349,False,
Knuspr,83349,False,
Picnic,83349,False,
REWE,83352,True,
Flink,83352,True,
Knuspr,83352,True,
Picnic,83352,True,
REWE,83355,False,
Flink,83355,False,
Knuspr,83355,False,
Picnic,83355,False,
REWE,83358,True,
Flink,83358,True,
Knuspr,83358,True,
Picnic,83358,True,
REWE,83359,False,
Flink,83359,False,
Knuspr,83359,False,
Picnic,83359,False,
REWE,83361,False,
Flink,83361,False,
Knuspr,83361,False,
Picnic,83361,False,
REWE,83362,True,
Flink,83362,True,
Knuspr,83362,True,
Picnic,83362,True,
REWE,83364,True,
Flink,83364,True,
Knuspr,83364,True,
Picnic,83364,True,
REWE,83365,False,
Flink,83365,False,
Knuspr,83365,False,
Picnic,83365,False,
REWE,83367,False,
Flink,83367,False,
Knuspr,83367,False,
Picnic,83367,False,
REWE,83368,True,
Flink,83368,True,
Knuspr,83368,True,
Picnic,83368,True,
REWE,83370,True,
Flink,83370,True,
Knuspr,83370,True,
Picnic,83370,True,
REWE,83371,False,
Flink,83371,False,
Knuspr,83371,False,
Picnic,83371,False,
REWE,83373,False,
Flink,83373,False,
Knuspr,83373,False,
Picnic,83373,False,
REWE,83374,True,
Flink,83374,True,
Knuspr,83374,True,
Picnic,83374,True,
REWE,83376,True,
Flink,83376,True,
Knuspr,83376,True,
Picnic,83376,True,
REWE,83377,False,
Flink,83377,False,
Knuspr,83377,False,
Picnic,83377,False,
REWE,83379,False,
Flink,83379,False,
Knuspr,83379,False,
Picnic,83379,False,
REWE,83395,False,
Flink,83395,False,
Knuspr,83395,False,
Picnic,83395,False,
REWE,83404,True,
Flink,83404,True,
Knuspr,83404,True,
Picnic,83404,True,
REWE,83410,True,
Flink,83410,True,
Knuspr,83410,True,
Picnic,83410,True,
REWE,83413,False,
Flink,83413,False,
Knuspr,83413,False,
Picnic,83413,False,
REWE,83416,True,
Flink,83416,True,
Knuspr,83416,True,
Picnic,83416,True,
REWE,83417,False,
Flink,83417,False,
Knuspr,83417,False,
Picnic,83417,False,
REWE,83435,False,
Flink,83435,False,
Knuspr,83435,False,
Picnic,83435,False,
REWE,83451,False,
Flink,83451,False,
Knuspr,83451,False,
Picnic,83451,False,
REWE,83454,True,
Flink,83454,True,
Knuspr,83454,True,
Picnic,83454,True,
REWE,83457,False,
Flink,83457,False,
Knuspr,83457,False,
Picnic,83457,False,
REWE,83458,True,
Flink,83458,True,
Knuspr,83458,True,
Picnic,83458,True,
REWE,83471,False,
Flink,83471,False,
Knuspr,83471,False,
Picnic,83471,False,
REWE,83483,False,
Flink,83483,False,
Knuspr,83483,False,
Picnic,83483,False,
REWE,83486,True,
Flink,83486,True,
Knuspr,83486,True,
Picnic,83486,True,
REWE,83487,False,
Flink,83487,False,
Knuspr,83487,False,
Picnic,83487,False,
REWE,83489,False,
Flink,83489,False,
Knuspr,83489,False,
Picnic,83489,False,
REWE,83512,True,
Flink,83512,True,
Knuspr,83512,True,
Picnic,83512,True,
REWE,83527,False,
Flink,83527,False,
Knuspr,83527,False,
Picnic,83527,False,
REWE,83530,True,
Flink,83530,True,
Knuspr,83530,True,
Picnic,83530,True,
REWE,83533,False,
Flink,83533,False,
Knuspr,83533,False,
Picnic,83533,False,
REWE,83536,True,
Flink,83536,True,
Knuspr,83536,True,
Picnic,83536,True,
REWE,83539,False,
Flink,83539,False,
Knuspr,83539,False,
Picnic,83539,False,
REWE,83543,False,
Flink,83543,False,
Knuspr,83543,False,
Picnic,83543,False,
REWE,83544,True,
Flink,83544,True,
Knuspr,83544,True,
Picnic,83544,True,
REWE,83546,True,
Flink,83546,True,
Knuspr,83546,True,
Picnic,83546,True,
REWE,83547,False,
Flink,83547,False,
Knuspr,83547,False,
Picnic,83547,False,
REWE,83549,False,
Flink,83549,False,
Knuspr,83549,False,
Picnic,83549,False,
REWE,83550,True,
Flink,83550,True,
Knuspr,83550,True,
Picnic,83550,True,
REWE,83552,True,
Flink,83552,True,
Knuspr,83552,True,
Picnic,83552,True,
REWE,83553,False,
Flink,83553,False,
Knuspr,83553,False,
Picnic,83553,False,
REWE,83555,False,
Flink,83555,False,
Knuspr,83555,False,
Picnic,83555,False,
REWE,83556,True,
Flink,83556,True,
Knuspr,83556,True,
Picnic,83556,True,
REWE,83558,True,
Flink,83558,True,
Knuspr,83558,True,
Picnic,83558,True,
REWE,83559,False,
Flink,83559,False,
Knuspr,83559,False,
Picnic,83559,False,
REWE,83561,False,
Flink,83561,False,
Knuspr,83561,False,
Picnic,83561,False,
REWE,83562,True,
Flink,83562,True,
Knuspr,83562,True,
Picnic,83562,True,
REWE,83564,True,
Flink,83564,True,
Knuspr,83564,True,
Picnic,83564,True,
REWE,83565,False,
Flink,83565,False,
Knuspr,83565,False,
Picnic,83565,False,
REWE,83567,False,
Flink,83567,False,
Knuspr,83567,False,
Picnic,83567,False,
REWE,83569,False,
Flink,83569,False,
Knuspr,83569,False,
Picnic,83569,False,
REWE,83607,False,
Flink,83607,False,
Knuspr,83607,False,
Picnic,83607,False,
REWE,83620,True,
Flink,83620,True,
Knuspr,83620,True,
Picnic,83620,True,
REWE,83623,False,
Flink,83623,False,
Knuspr,83623,False,
Picnic,83623,False,
REWE,83624,True,
Flink,83624,True,
Knuspr,83624,True,
Picnic,83624,True,
REWE,83626,True,
Flink,83626,True,
Knuspr,83626,True,
Picnic,83626,True,
REWE,83627,False,
Flink,83627,False,
Knuspr,83627,False,
Picnic,83627,False,
REWE,83629,False,
Flink,83629,False,
Knuspr,83629,False,
Picnic,83629,False,
REWE,83646,True,
Flink,83646,True,
Knuspr,83646,True,
Picnic,83646,True,
REWE,83661,False,
Flink,83661,False,
Knuspr,83661,False,
Picnic,83661,False,
REWE,83666,True,
Flink,83666,True,
Knuspr,83666,True,
Picnic,83666,True,
REWE,83670,True,
Flink,83670,True,
Knuspr,83670,True,
Picnic,83670,True,
REWE,83671,False,
Flink,83671,False,
Knuspr,83671,False,
Picnic,83671,False,
REWE,83673,False,
Flink,83673,False,
Knuspr,83673,False,
Picnic,83673,False,
REWE,83674,True,
Flink,83674,True,
Knuspr,83674,True,
Picnic,83674,True,
REWE,83676,True,
Flink,83676,True,
Knuspr,83676,True,
Picnic,83676,True,
REWE,83677,False,
Flink,83677,False,
Knuspr,83677,False,
Picnic,83677,False,
REWE,83679,False,
Flink,83679,False,
Knuspr,83679,False,
Picnic,83679,False,
REWE,83684,True,
Flink,83684,True,
Knuspr,83684,True,
Picnic,83684,True,
REWE,83700,True,
Flink,83700,True,
Knuspr,83700,True,
Picnic,83700,True,
REWE,83703,False,
Flink,83703,False,
Knuspr,83703,False,
Picnic,83703,False,
REWE,83707,False,
Flink,83707,False,
Knuspr,83707,False,
Picnic,83707,False,
REWE,83708,True,
Flink,83708,True,
Knuspr,83708,True,
Picnic,83708,True,
REWE,83714,True,
Flink,83714,True,
Knuspr,83714,True,
Picnic,83714,True,
REWE,83727,False,
Flink,83727,False,
Knuspr,83727,False,
Picnic,83727,False,
REWE,83730,True,
Flink,83730,True,
Knuspr,83730,True,
Picnic,83730,True,
REWE,83734,True,
Flink,83734,True,
Knuspr,83734,True,
Picnic,83734,True,
REWE,83735,False,
Flink,83735,False,
Knuspr,83735,False,
Picnic,83735,False,
REWE,83737,False,
Flink,83737,False,
Knuspr,83737,False,
Picnic,83737,False,
REWE,83739,False,
Flink,83739,False,
Knuspr,83739,False,
Picnic,83739,False,
REWE,84072,True,
Flink,84072,True,
Knuspr,84072,True,
Picnic,84072,True,
REWE,84104,True,
Flink,84104,True,
Knuspr,84104,True,
Picnic,84104,True,
REWE,84405,False,
Flink,84405,False,
Knuspr,84405,False,
Picnic,84405,False,
REWE,84416,True,
Flink,84416,True,
Knuspr,84416,True,
Picnic,84416,True,
REWE,84419,False,
Flink,84419,False,
Knuspr,84419,False,
Picnic,84419,False,
REWE,84424,True,
Flink,84424,True,
Knuspr,84424,True,
Picnic,84424,True,
REWE,84427,False,
Flink,84427,False,
Knuspr,84427,False,
Picnic,84427,False,
REWE,84428,True,
Flink,84428,True,
Knuspr,84428,True,
Picnic,84428,True,
REWE,84431,False,
Flink,84431,False,
Knuspr,84431,False,
Picnic,84431,False,
REWE,84432,True,
Flink,84432,True,
Knuspr,84432,True,
Picnic,84432,True,
REWE,84434,True,
Flink,84434,True,
Knuspr,84434,True,
Picnic,84434,True,
REWE,84435,False,
Flink,84435,False,
Knuspr,84435,False,
Picnic,84435,False,
REWE,84437,False,
Flink,84437,False,
Knuspr,84437,False,
Picnic,84437,False,
REWE,84439,False,
Flink,84439,False,
Knuspr,84439,False,
Picnic,84439,False,
REWE,84453,False,
Flink,84453,False,
Knuspr,84453,False,
Picnic,84453,False,
REWE,84478,True,
Flink,84478,True,
Knuspr,84478,True,
Picnic,84478,True,
REWE,84489,False,
Flink,84489,False,
Knuspr,84489,False,
Picnic,84489,False,
REWE,84494,True,
Flink,84494,True,
Knuspr,84494,True,
Picnic,84494,True,
REWE,84503,False,
Flink,84503,False,
Knuspr,84503,False,
Picnic,84503,False,
REWE,84508,True,
Flink,84508,True,
Knuspr,84508,True,
Picnic,84508,True,
REWE,84513,False,
Flink,84513,False,
Knuspr,84513,False,
Picnic,84513,False,
REWE,84518,True,
Flink,84518,True,
Knuspr,84518,True,
Picnic,84518,True,
REWE,84524,True,
Flink,84524,True,
Knuspr,84524,True,
Picnic,84524,True,
REWE,84529,False,
Flink,84529,False,
Knuspr,84529,False,
Picnic,84529,False,
REWE,84533,False,
Flink,84533,False,
Knuspr,84533,False,
Picnic,84533,False,
REWE,84539,False,
Flink,84539,False,
Knuspr,84539,False,
Picnic,84539,False,
REWE,84543,False,
Flink,84543,False,
Knuspr,84543,False,
Picnic,84543,False,
REWE,84544,True,
Flink,84544,True,
Knuspr,84544,True,
Picnic,84544,True,
REWE,84546,True,
Flink,84546,True,
Knuspr,84546,True,
Picnic,84546,True,
REWE,84547,False,
Flink,84547,False,
Knuspr,84547,False,
Picnic,84547,False,
REWE,84549,False,
Flink,84549,False,
Knuspr,84549,False,
Picnic,84549,False,
REWE,84550,True,
Flink,84550,True,
Knuspr,84550,True,
Picnic,84550,True,
REWE,84553,False,
Flink,84553,False,
Knuspr,84553,False,
Picnic,84553,False,
REWE,84555,False,
Flink,84555,False,
Knuspr,84555,False,
Picnic,84555,False,
REWE,84556,True,
Flink,84556,True,
Knuspr,84556,True,
Picnic,84556,True,
REWE,84558,True,
Flink,84558,True,
Knuspr,84558,True,
Picnic,84558,True,
REWE,84559,False,
Flink,84559,False,
Knuspr,84559,False,
Picnic,84559,False,
REWE,84561,False,
Flink,84561,False,
Knuspr,84561,False,
Picnic,84561,False,
REWE,84562,True,
Flink,84562,True,
Knuspr,84562,True,
Picnic,84562,True,
REWE,84564,True,
Flink,84564,True,
Knuspr,84564,True,
Picnic,84564,True,
REWE,84565,False,
Flink,84565,False,
Knuspr,84565,False,
Picnic,84565,False,
REWE,84567,False,
Flink,84567,False,
Knuspr,84567,False,
Picnic,84567,False,
REWE,84568,True,
Flink,84568,True,
Knuspr,84568,True,
Picnic,84568,True,
REWE,84570,True,
Flink,84570,True,
Knuspr,84570,True,
Picnic,84570,True,
REWE,84571,False,
Flink,84571,False,
Knuspr,84571,False,
Picnic,84571,False,
REWE,84573,False,
Flink,84573,False,
Knuspr,84573,False,
Picnic,84573,False,
REWE,84574,True,
Flink,84574,True,
Knuspr,84574,True,
Picnic,84574,True,
REWE,84576,True,
Flink,84576,True,
Knuspr,84576,True,
Picnic,84576,True,
REWE,84577,False,
Flink,84577,False,
Knuspr,84577,False,
Picnic,84577,False,
REWE,84579,False,
Flink,84579,False,
Knuspr,84579,False,
Picnic,84579,False,
REWE,85049,False,
Flink,85049,False,
Knuspr,85049,False,
Picnic,85049,False,
REWE,85051,False,
Flink,85051,False,
Knuspr,85051,False,
Picnic,85051,False,
REWE,85053,False,
Flink,85053,False,
Knuspr,85053,False,
Picnic,85053,False,
REWE,85055,False,
Flink,85055,False,
Knuspr,85055,False,
Picnic,85055,False,
REWE,85057,False,
Flink,85057,False,
Knuspr,85057,False,
Picnic,85057,False,
REWE,85072,True,
Flink,85072,True,
Knuspr,85072,True,
Picnic,85072,True,
REWE,85077,False,
Flink,85077,False,
Knuspr,85077,False,
Picnic,85077,False,
REWE,85080,True,
Flink,85080,True,
Knuspr,85080,True,
Picnic,85080,True,
REWE,85084,True,
Flink,85084,True,
Knuspr,85084,True,
Picnic,85084,True,
REWE,85088,True,
Flink,85088,True,
Knuspr,85088,True,
Picnic,85088,True,
REWE,85092,True,
Flink,85092,True,
Knuspr,85092,True,
Picnic,85092,True,
REWE,85095,False,
Flink,85095,False,
Knuspr,85095,False,
Picnic,85095,False,
REWE,85098,True,
Flink,85098,True,
Knuspr,85098,True,
Picnic,85098,True,
REWE,85101,False,
Flink,85101,False,
Knuspr,85101,False,
Picnic,85101,False,
REWE,85104,True,
Flink,85104,True,
Knuspr,85104,True,
Picnic,85104,True,
REWE,85107,False,
Flink,85107,False,
Knuspr,85107,False,
Picnic,85107,False,
REWE,85110,True,
Flink,85110,True,
Knuspr,85110,True,
Picnic,85110,True,
REWE,85111,False,
Flink,85111,False,
Knuspr,85111,False,
Picnic,85111,False,
REWE,85113,False,
Flink,85113,False,
Knuspr,85113,False,
Picnic,85113,False,
REWE,85114,True,
Flink,85114,True,
Knuspr,85114,True,
Picnic,85114,True,
REWE,85116,True,
Flink,85116,True,
Knuspr,85116,True,
Picnic,85116,True,
REWE,85117,False,
Flink,85117,False,
Knuspr,85117,False,
Picnic,85117,False,
REWE,85119,False,
Flink,85119,False,
Knuspr,85119,False,
Picnic,85119,False,
REWE,85120,True,
Flink,85120,True,
Knuspr,85120,True,
Picnic,85120,True,
REWE,85122,True,
Flink,85122,True,
Knuspr,85122,True,
Picnic,85122,True,
REWE,85123,False,
Flink,85123,False,
Knuspr,85123,False,
Picnic,85123,False,
REWE,85125,False,
Flink,85125,False,
Knuspr,85125,False,
Picnic,85125,False,
REWE,85126,True,
Flink,85126,True,
Knuspr,85126,True,
Picnic,85126,True,
REWE,85128,True,
Flink,85128,True,
Knuspr,85128,True,
Picnic,85128,True,
REWE,85129,False,
Flink,85129,False,
Knuspr,85129,False,
Picnic,85129,False,
REWE,85131,False,
Flink,85131,False,
Knuspr,85131,False,
Picnic,85131,False,
REWE,85132,True,
Flink,85132,True,
Knuspr,85132,True,
Picnic,85132,True,
REWE,85134,True,
Flink,85134,True,
Knuspr,85134,True,
Picnic,85134,True,
REWE,85135,False,
Flink,85135,False,
Knuspr,85135,False,
Picnic,85135,False,
REWE,85137,False,
Flink,85137,False,
Knuspr,85137,False,
Picnic,85137,False,
REWE,85139,False,
Flink,85139,False,
Knuspr,85139,False,
Picnic,85139,False,
REWE,85221,False,
Flink,85221,False,
Knuspr,85221,False,
Picnic,85221,False,
REWE,85229,False,
Flink,85229,False,
Knuspr,85229,False,
Picnic,85229,False,
REWE,85232,True,
Flink,85232,True,
Knuspr,85232,True,
Picnic,85232,True,
REWE,85235,False,
Flink,85235,False,
Knuspr,85235,False,
Picnic,85235,False,
REWE,85238,True,
Flink,85238,True,
Knuspr,85238,True,
Picnic,85238,True,
REWE,85241,False,
Flink,85241,False,
Knuspr,85241,False,
Picnic,85241,False,
REWE,85244,True,
Flink,85244,True,
Knuspr,85244,True,
Picnic,85244,True,
REWE,85247,False,
Flink,85247,False,
Knuspr,85247,False,
Picnic,85247,False,
REWE,85250,True,
Flink,85250,True,
Knuspr,85250,True,
Picnic,85250,True,
REWE,85253,False,
Flink,85253,False,
Knuspr,85253,False,
Picnic,85253,False,
REWE,85254,True,
Flink,85254,True,
Knuspr,85254,True,
Picnic,85254,True,
REWE,85256,True,
Flink,85256,True,
Knuspr,85256,True,
Picnic,85256,True,
REWE,85258,True,
Flink,85258,True,
Knuspr,85258,True,
Picnic,85258,True,
REWE,85259,False,
Flink,85259,False,
Knuspr,85259,False,
Picnic,85259,False,
REWE,85276,True,
Flink,85276,True,
Knuspr,85276,True,
Picnic,85276,True,
REWE,85283,False,
Flink,85283,False,
Knuspr,85283,False,
Picnic,85283,False,
REWE,85290,True,
Flink,85290,True,
Knuspr,85290,True,
Picnic,85290,True,
REWE,85293,False,
Flink,85293,False,
Knuspr,85293,False,
Picnic,85293,False,
REWE,85296,True,
Flink,85296,True,
Knuspr,85296,True,
Picnic,85296,True,
REWE,85298,True,
Flink,85298,True,
Knuspr,85298,True,
Picnic,85298,True,
REWE,85301,False,
Flink,85301,False,
Knuspr,85301,False,
Picnic,85301,False,
REWE,85302,True,
Flink,85302,True,
Knuspr,85302,True,
Picnic,85302,True,
REWE,85304,True,
Flink,85304,True,
Knuspr,85304,True,
Picnic,85304,True,
REWE,85305,False,
Flink,85305,False,
Knuspr,85305,False,
Picnic,85305,False,
REWE,85307,False,
Flink,85307,False,
Knuspr,85307,False,
Picnic,85307,False,
REWE,85309,False,
Flink,85309,False,
Knuspr,85309,False,
Picnic,85309,False,
REWE,85354,True,
Flink,85354,True,
Knuspr,85354,True,
Picnic,85354,True,
REWE,85356,True,
Flink,85356,True,
Knuspr,85356,True,
Picnic,85356,True,
REWE,85368,True,
Flink,85368,True,
Knuspr,85368,True,
Picnic,85368,True,
REWE,85375,False,
Flink,85375,False,
Knuspr,85375,False,
Picnic,85375,False,
REWE,85376,True,
Flink,85376,True,
Knuspr,85376,True,
Picnic,85376,True,
REWE,85386,True,
Flink,85386,True,
Knuspr,85386,True,
Picnic,85386,True,
REWE,85391,False,
Flink,85391,False,
Knuspr,85391,False,
Picnic,85391,False,
REWE,85395,False,
Flink,85395,False,
Knuspr,85395,False,
Picnic,85395,False,
REWE,85399,False,
Flink,85399,False,
Knuspr,85399,False,
Picnic,85399,False,
REWE,85402,True,
Flink,85402,True,
Knuspr,85402,True,
Picnic,85402,True,
REWE,85405,False,
Flink,85405,False,
Knuspr,85405,False,
Picnic,85405,False,
REWE,85406,True,
Flink,85406,True,
Knuspr,85406,True,
Picnic,85406,True,
REWE,85408,True,
Flink,85408,True,
Knuspr,85408,True,
Picnic,85408,True,
REWE,85410,True,
Flink,85410,True,
Knuspr,85410,True,
Picnic,85410,True,
REWE,85411,False,
Flink,85411,False,
Knuspr,85411,False,
Picnic,85411,False,
REWE,85413,False,
Flink,85413,False,
Knuspr,85413,False,
Picnic,85413,False,
REWE,85414,True,
Flink,85414,True,
Knuspr,85414,True,
Picnic,85414,True,
REWE,85416,True,
Flink,85416,True,
Knuspr,85416,True,
Picnic,85416,True,
REWE,85417,False,
Flink,85417,False,
Knuspr,85417,False,
Picnic,85417,False,
REWE,85419,False,
Flink,85419,False,
Knuspr,85419,False,
Picnic,85419,False,
REWE,85435,False,
Flink,85435,False,
Knuspr,85435,False,
Picnic,85435,False,
REWE,85445,False,
Flink,85445,False,
Knuspr,85445,False,
Picnic,85445,False,
REWE,85447,False,
Flink,85447,False,
Knuspr,85447,False,
Picnic,85447,False,
REWE,85452,True,
Flink,85452,True,
Knuspr,85452,True,
Picnic,85452,True,
REWE,85456,True,
Flink,85456,True,
Knuspr,85456,True,
Picnic,85456,True,
REWE,85457,False,
Flink,85457,False,
Knuspr,85457,False,
Picnic,85457,False,
REWE,85459,False,
Flink,85459,False,
Knuspr,85459,False,
Picnic,85459,False,
REWE,85461,False,
Flink,85461,False,
Knuspr,85461,False,
Picnic,85461,False,
REWE,85462,True,
Flink,85462,True,
Knuspr,85462,True,
Picnic,85462,True,
REWE,85464,True,
Flink,85464,True,
Knuspr,85464,True,
Picnic,85464,True,
REWE,85465,False,
Flink,85465,False,
Knuspr,85465,False,
Picnic,85465,False,
REWE,85467,False,
Flink,85467,False,
Knuspr,85467,False,
Picnic,85467,False,
REWE,85469,False,
Flink,85469,False,
Knuspr,85469,False,
Picnic,85469,False,
REWE,85521,False,
Flink,85521,False,
Knuspr,85521,False,
Picnic,85521,False,
REWE,85540,True,
Flink,85540,True,
Knuspr,85540,True,
Picnic,85540,True,
REWE,85551,False,
Flink,85551,False,
Knuspr,85551,False,
Picnic,85551,False,
REWE,85560,True,
Flink,85560,True,
Knuspr,85560,True,
Picnic,85560,True,
REWE,85567,False,
Flink,85567,False,
Knuspr,85567,False,
Picnic,85567,False,
REWE,85570,True,
Flink,85570,True,
Knuspr,85570,True,
Picnic,85570,True,
REWE,85579,False,
Flink,85579,False,
Knuspr,85579,False,
Picnic,85579,False,
REWE,85586,True,
Flink,85586,True,
Knuspr,85586,True,
Picnic,85586,True,
REWE,85591,False,
Flink,85591,False,
Knuspr,85591,False,
Picnic,85591,False,
REWE,85598,True,
Flink,85598,True,
Knuspr,85598,True,
Picnic,85598,True,
REWE,85599,False,
Flink,85599,False,
Knuspr,85599,False,
Picnic,85599,False,
REWE,85604,True,
Flink,85604,True,
Knuspr,85604,True,
Picnic,85604,True,
REWE,85609,False,
Flink,85609,False,
Knuspr,85609,False,
Picnic,85609,False,
REWE,85614,True,
Flink,85614,True,
Knuspr,85614,True,
Picnic,85614,True,
REWE,85617,False,
Flink,85617,False,
Knuspr,85617,False,
Picnic,85617,False,
REWE,85622,True,
Flink,85622,True,
Knuspr,85622,True,
Picnic,85622,True,
REWE,85625,False,
Flink,85625,False,
Knuspr,85625,False,
Picnic,85625,False,
REWE,85630,True,
Flink,85630,True,
Knuspr,85630,True,
Picnic,85630,True,
REWE,85635,False,
Flink,85635,False,
Knuspr,85635,False,
Picnic,85635,False,
REWE,85640,True,
Flink,85640,True,
Knuspr,85640,True,
Picnic,85640,True,
REWE,85643,False,
Flink,85643,False,
Knuspr,85643,False,
Picnic,85643,False,
REWE,85646,True,
Flink,85646,True,
Knuspr,85646,True,
Picnic,85646,True,
